Team,Year,Sport,gold_medals,silver_medals,bronze_medals
Chile,2016,Weightlifting,0,0,0
Chile,2016,Gymnastics,0,0,0
Chile,2016,Equestrianism,0,0,0
Chile,2016,Taekwondo,0,0,0
Chile,2016,Shooting,0,0,0
Chile,2020,Archery,0,0,0
Chile,2020,Table Tennis,0,0,0
Chile,2020,Wrestling,0,0,0
Chile,2020,Judo,0,0,0
Chile,2020,Swimming,0,0,0
Chile,2020,Weightlifting,0,0,0
Chile,2020,Canoeing,0,0,0
Chile,2020,Gymnastics,0,0,0
Chile,2020,Equestrianism,0,0,0
Chile,2020,Shooting,0,0,0
Chile,2020,Football,0,0,0
Chile,2020,Fencing,0,0,0
Chile,2024,Archery,0,0,0
Chile,2024,Table Tennis,0,0,0
Chile,2024,Wrestling,0,1,0
Chile,2024,Judo,0,0,0
Chile,2024,Swimming,0,0,0
Chile,2024,Canoeing,0,0,0
Chile,2024,Equestrianism,0,0,0
Chile,2024,Taekwondo,0,0,0
Chile,2024,Shooting,1,0,0
Chile,2024,Fencing,0,0,0
China,1936,Basketball,0,0,0
China,1936,Swimming,0,0,0
China,1936,Weightlifting,0,0,0
China,1936,Football,0,0,0
China,1948,Basketball,0,0,0
China,1948,Swimming,0,0,0
China,1948,Football,0,0,0
China,1952,Swimming,0,0,0
China,1984,Diving,1,1,1
China,1984,Archery,0,1,0
China,1984,Basketball,0,0,1
China,1984,Wrestling,0,0,0
China,1984,Judo,0,0,0
China,1984,Swimming,0,0,0
China,1984,Weightlifting,4,2,0
China,1984,Canoeing,0,0,0
China,1984,Gymnastics,5,4,2
China,1984,Shooting,3,0,3
China,1984,Fencing,1,0,0
China,1984,Water Polo,0,0,0
China,1988,Diving,2,3,1
China,1988,Archery,0,0,0
China,1988,Table Tennis,2,2,1
China,1988,Basketball,0,0,0
China,1988,Wrestling,0,0,0
China,1988,Judo,0,0,0
China,1988,Swimming,0,3,1
China,1988,Weightlifting,0,1,4
China,1988,Canoeing,0,0,0
China,1988,Gymnastics,1,0,1
China,1988,Shooting,0,1,1
China,1988,Football,0,0,0
China,1988,Fencing,0,0,0
China,1988,Water Polo,0,0,0
China,1992,Diving,3,1,1
China,1992,Archery,0,1,0
China,1992,Table Tennis,3,2,1
China,1992,Basketball,0,1,0
China,1992,Wrestling,0,0,1
China,1992,Judo,1,0,2
China,1992,Swimming,4,5,0
China,1992,Weightlifting,0,2,2
China,1992,Canoeing,0,0,0
China,1992,Gymnastics,2,4,2
China,1992,Shooting,2,2,0
China,1992,Badminton,0,1,3
China,1992,Fencing,0,1,0
China,1996,Diving,3,1,1
China,1996,Archery,0,1,0
China,1996,Table Tennis,4,3,1
China,1996,Basketball,0,0,0
China,1996,Wrestling,0,0,1
China,1996,Judo,1,0,1
China,1996,Swimming,1,3,2
China,1996,Weightlifting,2,1,1
China,1996,Canoeing,0,0,0
China,1996,Gymnastics,1,4,1
China,1996,Shooting,2,2,1
China,1996,Football,0,1,0
China,1996,Badminton,1,1,2
China,1996,Fencing,0,0,0
China,2000,Diving,5,5,0
China,2000,Archery,0,0,0
China,2000,Table Tennis,4,3,1
China,2000,Basketball,0,0,0
China,2000,Wrestling,0,0,1
China,2000,Judo,2,1,1
China,2000,Swimming,0,0,0
China,2000,Weightlifting,5,1,1
China,2000,Gymnastics,3,2,2
China,2000,Taekwondo,1,0,0
China,2000,Shooting,3,2,3
China,2000,Football,0,0,0
China,2000,Badminton,4,1,3
China,2000,Fencing,0,1,1
China,2004,Diving,6,2,1
China,2004,Archery,0,1,0
China,2004,Table Tennis,3,1,2
China,2004,Basketball,0,0,0
China,2004,Wrestling,1,0,0
China,2004,Judo,1,1,3
China,2004,Swimming,1,1,0
China,2004,Weightlifting,5,3,0
China,2004,Canoeing,1,0,0
China,2004,Gymnastics,1,0,3
China,2004,Taekwondo,2,0,0
China,2004,Shooting,4,2,3
China,2004,Football,0,0,0
China,2004,Badminton,3,1,1
China,2004,Fencing,0,3,0
China,2008,Diving,7,1,3
China,2008,Archery,1,1,1
China,2008,Table Tennis,4,2,2
China,2008,Basketball,0,0,0
China,2008,Wrestling,1,2,0
China,2008,Judo,3,0,1
China,2008,Swimming,1,3,3
China,2008,Weightlifting,8,1,0
China,2008,Canoeing,1,0,0
China,2008,Gymnastics,11,2,5
China,2008,Equestrianism,0,0,0
China,2008,Taekwondo,1,0,1
China,2008,Shooting,5,2,1
China,2008,Football,0,0,0
China,2008,Badminton,3,2,3
China,2008,Fencing,1,1,0
China,2008,Water Polo,0,0,0
China,2012,Diving,6,3,1
China,2012,Archery,0,1,1
China,2012,Table Tennis,4,2,0
China,2012,Basketball,0,0,0
China,2012,Wrestling,0,1,0
China,2012,Judo,0,1,1
China,2012,Swimming,5,3,4
China,2012,Weightlifting,5,2,0
China,2012,Canoeing,0,0,0
China,2012,Gymnastics,5,4,3
China,2012,Taekwondo,1,1,1
China,2012,Shooting,2,2,3
China,2012,Badminton,5,2,1
China,2012,Fencing,2,0,1
China,2012,Water Polo,0,0,0
China,2016,Diving,7,2,1
China,2016,Archery,0,0,0
China,2016,Table Tennis,4,2,0
China,2016,Basketball,0,0,0
China,2016,Wrestling,0,0,2
China,2016,Judo,0,0,2
China,2016,Swimming,1,4,3
China,2016,Weightlifting,5,2,0
China,2016,Canoeing,0,0,0
China,2016,Gymnastics,0,1,4
China,2016,Equestrianism,0,0,0
China,2016,Taekwondo,2,0,0
China,2016,Shooting,1,2,4
China,2016,Football,0,0,0
China,2016,Badminton,2,0,1
China,2016,Fencing,0,1,1
China,2016,Water Polo,0,0,0
China,2020,Diving,7,5,0
China,2020,Archery,0,0,0
China,2020,Table Tennis,4,3,0
China,2020,Basketball,0,0,0
China,2020,Wrestling,0,2,2
China,2020,Judo,0,0,0
China,2020,Swimming,3,4,1
China,2020,Weightlifting,7,1,0
China,2020,Canoeing,1,2,0
China,2020,Gymnastics,4,5,2
China,2020,Equestrianism,0,0,0
China,2020,Taekwondo,0,0,1
China,2020,Shooting,4,1,6
China,2020,Football,0,0,0
China,2020,Badminton,2,4,0
China,2020,Fencing,1,0,0
China,2020,Water Polo,0,0,0
China,2024,Diving,8,2,1
China,2024,Archery,0,1,0
China,2024,Table Tennis,5,1,0
China,2024,Basketball,0,0,0
China,2024,Wrestling,0,1,4
China,2024,Judo,0,0,1
China,2024,Swimming,4,3,7
China,2024,Weightlifting,5,0,0
China,2024,Canoeing,2,0,0
China,2024,Gymnastics,3,6,3
China,2024,Equestrianism,0,0,0
China,2024,Taekwondo,0,1,1
China,2024,Shooting,5,2,3
China,2024,Badminton,2,3,0
China,2024,Fencing,0,0,0
China,2024,Water Polo,0,0,0
Chinese Taipei,1956,Basketball,0,0,0
Chinese Taipei,1956,Weightlifting,0,0,0
Chinese Taipei,1956,Shooting,0,0,0
Chinese Taipei,1960,Swimming,0,0,0
Chinese Taipei,1960,Weightlifting,0,0,0
Chinese Taipei,1960,Shooting,0,0,0
Chinese Taipei,1960,Football,0,0,0
Chinese Taipei,1964,Judo,0,0,0
Chinese Taipei,1964,Weightlifting,0,0,0
Chinese Taipei,1964,Gymnastics,0,0,0
Chinese Taipei,1964,Shooting,0,0,0
Chinese Taipei,1968,Swimming,0,0,0
Chinese Taipei,1968,Weightlifting,0,0,0
Chinese Taipei,1968,Gymnastics,0,0,0
Chinese Taipei,1968,Shooting,0,0,0
Chinese Taipei,1972,Archery,0,0,0
Chinese Taipei,1972,Wrestling,0,0,0
Chinese Taipei,1972,Judo,0,0,0
Chinese Taipei,1972,Swimming,0,0,0
Chinese Taipei,1972,Weightlifting,0,0,0
Chinese Taipei,1972,Shooting,0,0,0
Chinese Taipei,1984,Archery,0,0,0
Chinese Taipei,1984,Wrestling,0,0,0
Chinese Taipei,1984,Judo,0,0,0
Chinese Taipei,1984,Swimming,0,0,0
Chinese Taipei,1984,Weightlifting,0,0,1
Chinese Taipei,1984,Shooting,0,0,0
Chinese Taipei,1984,Fencing,0,0,0
Chinese Taipei,1988,Archery,0,0,0
Chinese Taipei,1988,Table Tennis,0,0,0
Chinese Taipei,1988,Wrestling,0,0,0
Chinese Taipei,1988,Judo,0,0,0
Chinese Taipei,1988,Swimming,0,0,0
Chinese Taipei,1988,Weightlifting,0,0,0
Chinese Taipei,1988,Gymnastics,0,0,0
Chinese Taipei,1988,Shooting,0,0,0
Chinese Taipei,1988,Fencing,0,0,0
Chinese Taipei,1992,Archery,0,0,0
Chinese Taipei,1992,Judo,0,0,0
Chinese Taipei,1992,Weightlifting,0,0,0
Chinese Taipei,1992,Shooting,0,0,0
Chinese Taipei,1996,Diving,0,0,0
Chinese Taipei,1996,Archery,0,0,0
Chinese Taipei,1996,Table Tennis,0,1,0
Chinese Taipei,1996,Judo,0,0,0
Chinese Taipei,1996,Swimming,0,0,0
Chinese Taipei,1996,Weightlifting,0,0,0
Chinese Taipei,1996,Shooting,0,0,0
Chinese Taipei,1996,Badminton,0,0,0
Chinese Taipei,2000,Diving,0,0,0
Chinese Taipei,2000,Archery,0,0,0
Chinese Taipei,2000,Table Tennis,0,0,1
Chinese Taipei,2000,Judo,0,0,0
Chinese Taipei,2000,Swimming,0,0,0
Chinese Taipei,2000,Weightlifting,0,1,1
Chinese Taipei,2000,Gymnastics,0,0,0
Chinese Taipei,2000,Taekwondo,0,0,2
Chinese Taipei,2000,Shooting,0,0,0
Chinese Taipei,2000,Badminton,0,0,0
Chinese Taipei,2004,Archery,0,1,1
Chinese Taipei,2004,Table Tennis,0,0,0
Chinese Taipei,2004,Judo,0,0,0
Chinese Taipei,2004,Swimming,0,0,0
Chinese Taipei,2004,Weightlifting,0,0,0
Chinese Taipei,2004,Taekwondo,2,1,0
Chinese Taipei,2004,Shooting,0,0,0
Chinese Taipei,2004,Badminton,0,0,0
Chinese Taipei,2008,Archery,0,0,0
Chinese Taipei,2008,Table Tennis,0,0,0
Chinese Taipei,2008,Judo,0,0,0
Chinese Taipei,2008,Swimming,0,0,0
Chinese Taipei,2008,Weightlifting,0,0,2
Chinese Taipei,2008,Taekwondo,0,0,2
Chinese Taipei,2008,Shooting,0,0,0
Chinese Taipei,2008,Badminton,0,0,0
Chinese Taipei,2012,Archery,0,0,0
Chinese Taipei,2012,Table Tennis,0,0,0
Chinese Taipei,2012,Judo,0,0,0
Chinese Taipei,2012,Swimming,0,0,0
Chinese Taipei,2012,Weightlifting,0,1,0
Chinese Taipei,2012,Taekwondo,0,0,1
Chinese Taipei,2012,Shooting,0,0,0
Chinese Taipei,2012,Badminton,0,0,0
Chinese Taipei,2012,Fencing,0,0,0
Chinese Taipei,2016,Archery,0,0,1
Chinese Taipei,2016,Table Tennis,0,0,0
Chinese Taipei,2016,Wrestling,0,0,0
Chinese Taipei,2016,Judo,0,0,0
Chinese Taipei,2016,Swimming,0,0,0
Chinese Taipei,2016,Weightlifting,1,0,1
Chinese Taipei,2016,Gymnastics,0,0,0
Chinese Taipei,2016,Equestrianism,0,0,0
Chinese Taipei,2016,Taekwondo,0,0,0
Chinese Taipei,2016,Shooting,0,0,0
Chinese Taipei,2016,Badminton,0,0,0
Chinese Taipei,2020,Archery,0,1,0
Chinese Taipei,2020,Table Tennis,0,0,1
Chinese Taipei,2020,Judo,0,1,0
Chinese Taipei,2020,Swimming,0,0,0
Chinese Taipei,2020,Weightlifting,1,0,1
Chinese Taipei,2020,Canoeing,0,0,0
Chinese Taipei,2020,Gymnastics,0,1,0
Chinese Taipei,2020,Equestrianism,0,0,0
Chinese Taipei,2020,Taekwondo,0,0,1
Chinese Taipei,2020,Shooting,0,0,0
Chinese Taipei,2020,Badminton,1,1,0
Chinese Taipei,2024,Archery,0,0,0
Chinese Taipei,2024,Table Tennis,0,0,0
Chinese Taipei,2024,Judo,0,0,0
Chinese Taipei,2024,Swimming,0,0,0
Chinese Taipei,2024,Weightlifting,0,0,1
Chinese Taipei,2024,Canoeing,0,0,0
Chinese Taipei,2024,Gymnastics,0,0,1
Chinese Taipei,2024,Taekwondo,0,0,0
Chinese Taipei,2024,Shooting,0,0,1
Chinese Taipei,2024,Badminton,1,0,0
Chinese Taipei,2024,Fencing,0,0,0
Christian Brothers' College,1904,Football,0,1,0
Cincinnati Archers,1904,Archery,1,1,0
Clearwater,2008,Equestrianism,0,0,1
Colombia,1948,Swimming,0,0,0
Colombia,1948,Fencing,0,0,0
Colombia,1956,Swimming,0,0,0
Colombia,1956,Weightlifting,0,0,0
Colombia,1956,Shooting,0,0,0
Colombia,1956,Fencing,0,0,0
Colombia,1960,Diving,0,0,0
Colombia,1960,Weightlifting,0,0,0
Colombia,1960,Shooting,0,0,0
Colombia,1960,Fencing,0,0,0
Colombia,1964,Diving,0,0,0
Colombia,1964,Swimming,0,0,0
Colombia,1964,Shooting,0,0,0
Colombia,1964,Fencing,0,0,0
Colombia,1968,Diving,0,0,0
Colombia,1968,Swimming,0,0,0
Colombia,1968,Football,0,0,0
Colombia,1972,Diving,0,0,0
Colombia,1972,Swimming,0,0,0
Colombia,1972,Weightlifting,0,0,0
Colombia,1972,Shooting,0,1,0
Colombia,1972,Football,0,0,0
Colombia,1976,Swimming,0,0,0
Colombia,1976,Weightlifting,0,0,0
Colombia,1976,Shooting,0,0,0
Colombia,1980,Swimming,0,0,0
Colombia,1980,Football,0,0,0
Colombia,1984,Archery,0,0,0
Colombia,1984,Wrestling,0,0,0
Colombia,1984,Swimming,0,0,0
Colombia,1984,Weightlifting,0,0,0
Colombia,1984,Shooting,0,1,0
Colombia,1988,Wrestling,0,0,0
Colombia,1988,Judo,0,0,0
Colombia,1988,Swimming,0,0,0
Colombia,1988,Weightlifting,0,0,0
Colombia,1988,Equestrianism,0,0,0
Colombia,1988,Shooting,0,0,0
Colombia,1988,Fencing,0,0,0
Colombia,1992,Archery,0,0,0
Colombia,1992,Wrestling,0,0,0
Colombia,1992,Swimming,0,0,0
Colombia,1992,Weightlifting,0,0,0
Colombia,1992,Equestrianism,0,0,0
Colombia,1992,Shooting,0,0,0
Colombia,1992,Football,0,0,0
Colombia,1992,Fencing,0,0,0
Colombia,1996,Wrestling,0,0,0
Colombia,1996,Swimming,0,0,0
Colombia,1996,Weightlifting,0,0,0
Colombia,1996,Equestrianism,0,0,0
Colombia,1996,Shooting,0,0,0
Colombia,1996,Fencing,0,0,0
Colombia,2000,Diving,0,0,0
Colombia,2000,Wrestling,0,0,0
Colombia,2000,Swimming,0,0,0
Colombia,2000,Weightlifting,1,0,0
Colombia,2000,Equestrianism,0,0,0
Colombia,2000,Taekwondo,0,0,0
Colombia,2000,Shooting,0,0,0
Colombia,2000,Fencing,0,0,0
Colombia,2004,Diving,0,0,0
Colombia,2004,Wrestling,0,0,0
Colombia,2004,Judo,0,0,0
Colombia,2004,Swimming,0,0,0
Colombia,2004,Weightlifting,0,0,1
Colombia,2004,Gymnastics,0,0,0
Colombia,2004,Equestrianism,0,0,0
Colombia,2004,Taekwondo,0,0,0
Colombia,2004,Shooting,0,0,0
Colombia,2004,Fencing,0,0,0
Colombia,2008,Diving,0,0,0
Colombia,2008,Archery,0,0,0
Colombia,2008,Table Tennis,0,0,0
Colombia,2008,Wrestling,0,0,1
Colombia,2008,Judo,0,0,0
Colombia,2008,Swimming,0,0,0
Colombia,2008,Weightlifting,0,1,0
Colombia,2008,Gymnastics,0,0,0
Colombia,2008,Equestrianism,0,0,0
Colombia,2008,Taekwondo,0,0,0
Colombia,2008,Shooting,0,0,0
Colombia,2012,Diving,0,0,0
Colombia,2012,Archery,0,0,0
Colombia,2012,Table Tennis,0,0,0
Colombia,2012,Wrestling,0,0,1
Colombia,2012,Judo,0,0,1
Colombia,2012,Swimming,0,0,0
Colombia,2012,Weightlifting,0,1,0
Colombia,2012,Gymnastics,0,0,0
Colombia,2012,Equestrianism,0,0,0
Colombia,2012,Taekwondo,0,0,1
Colombia,2012,Shooting,0,0,0
Colombia,2012,Football,0,0,0
Colombia,2012,Fencing,0,0,0
Colombia,2016,Diving,0,0,0
Colombia,2016,Archery,0,0,0
Colombia,2016,Table Tennis,0,0,0
Colombia,2016,Wrestling,0,0,0
Colombia,2016,Judo,0,1,0
Colombia,2016,Swimming,0,0,0
Colombia,2016,Weightlifting,1,0,1
Colombia,2016,Gymnastics,0,0,0
Colombia,2016,Equestrianism,0,0,0
Colombia,2016,Taekwondo,0,0,0
Colombia,2016,Shooting,0,0,0
Colombia,2016,Football,0,0,0
Colombia,2016,Fencing,0,0,0
Colombia,2020,Diving,0,0,0
Colombia,2020,Archery,0,0,0
Colombia,2020,Wrestling,0,0,0
Colombia,2020,Judo,0,0,0
Colombia,2020,Swimming,0,0,0
Colombia,2020,Weightlifting,0,1,0
Colombia,2020,Gymnastics,0,0,0
Colombia,2020,Equestrianism,0,0,0
Colombia,2020,Taekwondo,0,0,0
Colombia,2020,Shooting,0,0,0
Colombia,2020,Fencing,0,0,0
Colombia,2024,Diving,0,0,0
Colombia,2024,Archery,0,0,0
Colombia,2024,Wrestling,0,0,1
Colombia,2024,Judo,0,0,0
Colombia,2024,Swimming,0,0,0
Colombia,2024,Weightlifting,0,2,0
Colombia,2024,Canoeing,0,0,0
Colombia,2024,Gymnastics,0,1,0
Colombia,2024,Equestrianism,0,0,0
Colombia,2024,Football,0,0,0
Colombia,2024,Fencing,0,0,0
Comoros,2004,Weightlifting,0,0,0
Comoros,2008,Swimming,0,0,0
Comoros,2012,Swimming,0,0,0
Comoros,2016,Swimming,0,0,0
Comoros,2020,Judo,0,0,0
Comoros,2024,Swimming,0,0,0
Comoros,2024,Canoeing,0,0,0
"Concordia Turnverein, St Louis",1904,Gymnastics,0,0,0
Congo,2024,Table Tennis,0,0,0
Congo,2024,Swimming,0,0,0
Congo (Brazzaville),1984,Judo,0,0,0
Congo (Brazzaville),1992,Swimming,0,0,0
Congo (Brazzaville),1996,Judo,0,0,0
Congo (Brazzaville),1996,Swimming,0,0,0
Congo (Brazzaville),2000,Judo,0,0,0
Congo (Brazzaville),2000,Swimming,0,0,0
Congo (Brazzaville),2004,Judo,0,0,0
Congo (Brazzaville),2004,Swimming,0,0,0
Congo (Brazzaville),2004,Fencing,0,0,0
Congo (Brazzaville),2008,Table Tennis,0,0,0
Congo (Brazzaville),2008,Swimming,0,0,0
Congo (Brazzaville),2012,Table Tennis,0,0,0
Congo (Brazzaville),2012,Swimming,0,0,0
Congo (Brazzaville),2016,Table Tennis,0,0,0
Congo (Brazzaville),2016,Judo,0,0,0
Congo (Brazzaville),2016,Swimming,0,0,0
Congo (Kinshasa),1992,Judo,0,0,0
Congo (Kinshasa),1996,Basketball,0,0,0
Congo (Kinshasa),2004,Table Tennis,0,0,0
Congo (Kinshasa),2008,Judo,0,0,0
Congo (Kinshasa),2008,Swimming,0,0,0
Congo (Kinshasa),2012,Judo,0,0,0
Congo (Kinshasa),2016,Judo,0,0,0
Congo (Kinshasa),2016,Taekwondo,0,0,0
Cook Islands,1988,Weightlifting,0,0,0
Cook Islands,1992,Weightlifting,0,0,0
Cook Islands,1996,Weightlifting,0,0,0
Cook Islands,2004,Weightlifting,0,0,0
Cook Islands,2008,Swimming,0,0,0
Cook Islands,2008,Weightlifting,0,0,0
Cook Islands,2012,Swimming,0,0,0
Cook Islands,2012,Weightlifting,0,0,0
Cook Islands,2012,Canoeing,0,0,0
Cook Islands,2016,Swimming,0,0,0
Cook Islands,2016,Weightlifting,0,0,0
Cook Islands,2016,Canoeing,0,0,0
Cook Islands,2020,Swimming,0,0,0
Cook Islands,2020,Canoeing,0,0,0
Cook Islands,2024,Swimming,0,0,0
Costa Rica,1936,Fencing,0,0,0
Costa Rica,1964,Judo,0,0,0
Costa Rica,1968,Swimming,0,0,0
Costa Rica,1968,Weightlifting,0,0,0
Costa Rica,1968,Shooting,0,0,0
Costa Rica,1972,Judo,0,0,0
Costa Rica,1972,Shooting,0,0,0
Costa Rica,1976,Archery,0,0,0
Costa Rica,1976,Swimming,0,0,0
Costa Rica,1976,Shooting,0,0,0
Costa Rica,1980,Archery,0,0,0
Costa Rica,1980,Judo,0,0,0
Costa Rica,1980,Swimming,0,0,0
Costa Rica,1980,Shooting,0,0,0
Costa Rica,1980,Football,0,0,0
Costa Rica,1984,Judo,0,0,0
Costa Rica,1984,Swimming,0,0,0
Costa Rica,1984,Shooting,0,0,0
Costa Rica,1984,Football,0,0,0
Costa Rica,1988,Judo,0,0,0
Costa Rica,1988,Swimming,0,1,0
Costa Rica,1988,Weightlifting,0,0,0
Costa Rica,1988,Shooting,0,0,0
Costa Rica,1992,Archery,0,0,0
Costa Rica,1992,Swimming,0,0,0
Costa Rica,1992,Canoeing,0,0,0
Costa Rica,1992,Shooting,0,0,0
Costa Rica,1992,Fencing,0,0,0
Costa Rica,1996,Diving,0,0,0
Costa Rica,1996,Judo,0,0,0
Costa Rica,1996,Swimming,1,0,0
Costa Rica,1996,Canoeing,0,0,0
Costa Rica,2000,Swimming,0,0,2
Costa Rica,2004,Judo,0,0,0
Costa Rica,2004,Swimming,0,0,0
Costa Rica,2004,Taekwondo,0,0,0
Costa Rica,2004,Shooting,0,0,0
Costa Rica,2004,Football,0,0,0
Costa Rica,2008,Swimming,0,0,0
Costa Rica,2008,Taekwondo,0,0,0
Costa Rica,2012,Judo,0,0,0
Costa Rica,2012,Swimming,0,0,0
Costa Rica,2012,Taekwondo,0,0,0
Costa Rica,2016,Judo,0,0,0
Costa Rica,2016,Swimming,0,0,0
Costa Rica,2020,Judo,0,0,0
Costa Rica,2020,Swimming,0,0,0
Costa Rica,2020,Gymnastics,0,0,0
Costa Rica,2020,Taekwondo,0,0,0
Costa Rica,2024,Judo,0,0,0
Costa Rica,2024,Swimming,0,0,0
Cote d'Ivoire,1968,Canoeing,0,0,0
Cote d'Ivoire,1972,Canoeing,0,0,0
Cote d'Ivoire,1984,Judo,0,0,0
Cote d'Ivoire,1984,Canoeing,0,0,0
Cote d'Ivoire,1988,Canoeing,0,0,0
Cote d'Ivoire,1992,Judo,0,0,0
Cote d'Ivoire,1992,Canoeing,0,0,0
Cote d'Ivoire,1996,Judo,0,0,0
Cote d'Ivoire,1996,Canoeing,0,0,0
Cote d'Ivoire,2000,Wrestling,0,0,0
Cote d'Ivoire,2000,Judo,0,0,0
Cote d'Ivoire,2000,Swimming,0,0,0
Cote d'Ivoire,2000,Taekwondo,0,0,0
Cote d'Ivoire,2004,Swimming,0,0,0
Cote d'Ivoire,2004,Taekwondo,0,0,0
Cote d'Ivoire,2008,Swimming,0,0,0
Cote d'Ivoire,2008,Canoeing,0,0,0
Cote d'Ivoire,2008,Taekwondo,0,0,0
Cote d'Ivoire,2008,Football,0,0,0
Cote d'Ivoire,2012,Archery,0,0,0
Cote d'Ivoire,2012,Wrestling,0,0,0
Cote d'Ivoire,2012,Judo,0,0,0
Cote d'Ivoire,2012,Swimming,0,0,0
Cote d'Ivoire,2012,Taekwondo,0,0,0
Cote d'Ivoire,2016,Archery,0,0,0
Cote d'Ivoire,2016,Judo,0,0,0
Cote d'Ivoire,2016,Swimming,0,0,0
Cote d'Ivoire,2016,Taekwondo,1,0,1
Cote d'Ivoire,2016,Fencing,0,0,0
Croatia,1992,Table Tennis,0,0,0
Croatia,1992,Basketball,0,1,0
Croatia,1992,Wrestling,0,0,0
Croatia,1992,Canoeing,0,0,0
Croatia,1992,Equestrianism,0,0,0
Croatia,1992,Shooting,0,0,0
Croatia,1996,Table Tennis,0,0,0
Croatia,1996,Basketball,0,0,0
Croatia,1996,Wrestling,0,0,0
Croatia,1996,Swimming,0,0,0
Croatia,1996,Canoeing,0,0,0
Croatia,1996,Gymnastics,0,0,0
Croatia,1996,Shooting,0,0,0
Croatia,1996,Water Polo,0,1,0
Croatia,2000,Table Tennis,0,0,0
Croatia,2000,Swimming,0,0,0
Croatia,2000,Weightlifting,1,0,0
Croatia,2000,Canoeing,0,0,0
Croatia,2000,Taekwondo,0,0,0
Croatia,2000,Shooting,0,0,0
Croatia,2000,Water Polo,0,0,0
Croatia,2004,Table Tennis,0,0,0
Croatia,2004,Swimming,0,1,0
Croatia,2004,Weightlifting,0,0,1
Croatia,2004,Canoeing,0,0,0
Croatia,2004,Equestrianism,0,0,0
Croatia,2004,Taekwondo,0,0,0
Croatia,2004,Shooting,0,0,0
Croatia,2004,Water Polo,0,0,0
Croatia,2008,Table Tennis,0,0,0
Croatia,2008,Basketball,0,0,0
Croatia,2008,Swimming,0,0,0
Croatia,2008,Canoeing,0,0,0
Croatia,2008,Gymnastics,0,1,0
Croatia,2008,Taekwondo,0,0,2
Croatia,2008,Shooting,0,0,1
Croatia,2008,Water Polo,0,0,0
Croatia,2012,Table Tennis,0,0,0
Croatia,2012,Basketball,0,0,0
Croatia,2012,Wrestling,0,0,0
Croatia,2012,Judo,0,0,0
Croatia,2012,Swimming,0,0,0
Croatia,2012,Canoeing,0,0,0
Croatia,2012,Gymnastics,0,0,0
Croatia,2012,Taekwondo,0,0,1
Croatia,2012,Shooting,1,0,0
Croatia,2012,Fencing,0,0,0
Croatia,2012,Water Polo,1,0,0
Croatia,2016,Diving,0,0,0
Croatia,2016,Table Tennis,0,0,0
Croatia,2016,Basketball,0,0,0
Croatia,2016,Wrestling,0,0,0
Croatia,2016,Judo,0,0,0
Croatia,2016,Swimming,0,0,0
Croatia,2016,Weightlifting,0,0,0
Croatia,2016,Gymnastics,0,0,0
Croatia,2016,Taekwondo,0,0,0
Croatia,2016,Shooting,1,0,0
Croatia,2016,Water Polo,0,1,0
Croatia,2020,Table Tennis,0,0,0
Croatia,2020,Wrestling,0,0,0
Croatia,2020,Judo,0,0,0
Croatia,2020,Swimming,0,0,0
Croatia,2020,Canoeing,0,0,0
Croatia,2020,Gymnastics,0,1,0
Croatia,2020,Taekwondo,1,0,1
Croatia,2020,Shooting,0,0,0
Croatia,2020,Water Polo,0,0,0
Croatia,2024,Table Tennis,0,0,0
Croatia,2024,Judo,1,0,0
Croatia,2024,Swimming,0,0,0
Croatia,2024,Canoeing,0,0,0
Croatia,2024,Gymnastics,0,0,0
Croatia,2024,Taekwondo,0,0,1
Croatia,2024,Shooting,0,0,1
Croatia,2024,Water Polo,0,1,0
Cuba,1900,Fencing,1,1,0
Cuba,1904,Fencing,4,0,0
Cuba,1924,Fencing,0,0,0
Cuba,1948,Diving,0,0,0
Cuba,1948,Basketball,0,0,0
Cuba,1948,Wrestling,0,0,0
Cuba,1948,Swimming,0,0,0
Cuba,1948,Weightlifting,0,0,0
Cuba,1948,Gymnastics,0,0,0
Cuba,1948,Shooting,0,0,0
Cuba,1948,Fencing,0,0,0
Cuba,1952,Basketball,0,0,0
Cuba,1952,Swimming,0,0,0
Cuba,1952,Weightlifting,0,0,0
Cuba,1952,Gymnastics,0,0,0
Cuba,1952,Shooting,0,0,0
Cuba,1952,Fencing,0,0,0
Cuba,1956,Swimming,0,0,0
Cuba,1956,Gymnastics,0,0,0
Cuba,1960,Wrestling,0,0,0
Cuba,1960,Swimming,0,0,0
Cuba,1960,Weightlifting,0,0,0
Cuba,1960,Gymnastics,0,0,0
Cuba,1960,Fencing,0,0,0
Cuba,1964,Weightlifting,0,0,0
Cuba,1964,Gymnastics,0,0,0
Cuba,1964,Fencing,0,0,0
Cuba,1968,Diving,0,0,0
Cuba,1968,Basketball,0,0,0
Cuba,1968,Wrestling,0,0,0
Cuba,1968,Swimming,0,0,0
Cuba,1968,Weightlifting,0,0,0
Cuba,1968,Gymnastics,0,0,0
Cuba,1968,Shooting,0,0,0
Cuba,1968,Fencing,0,0,0
Cuba,1968,Water Polo,0,0,0
Cuba,1972,Basketball,0,0,1
Cuba,1972,Wrestling,0,0,0
Cuba,1972,Judo,0,0,0
Cuba,1972,Weightlifting,0,0,0
Cuba,1972,Canoeing,0,0,0
Cuba,1972,Gymnastics,0,0,0
Cuba,1972,Shooting,0,0,0
