Sport,Year,Team,gold_medals,silver_medals,bronze_medals,total_medals,participants,sport_total_medals,sport_total_participants,isHost
Wrestling,2004,Belarus,0,0,1,1,10,54,342,0
Wrestling,2004,Switzerland,0,0,0,0,2,54,342,0
Wrestling,2004,Turkey,0,1,2,3,12,54,342,0
Wrestling,2004,Georgia,0,1,0,1,12,54,342,0
Wrestling,2004,Uzbekistan,2,1,0,3,7,54,342,0
Wrestling,2004,Romania,0,0,0,0,5,54,342,0
Wrestling,2004,Austria,0,0,0,0,3,54,342,0
Wrestling,2004,Guam,0,0,0,0,1,54,342,0
Wrestling,2004,Ukraine,2,0,0,2,16,54,342,0
Wrestling,2004,India,0,0,0,0,7,54,342,0
Wrestling,2004,Puerto Rico,0,0,0,0,1,54,342,0
Wrestling,2004,Italy,0,0,0,0,6,54,342,0
Wrestling,2004,Peru,0,0,0,0,1,54,342,0
Wrestling,2004,Japan,2,1,3,6,13,54,342,0
Wrestling,2004,Macedonia,0,0,0,0,2,54,342,0
Wrestling,2004,Colombia,0,0,0,0,1,54,342,0
Wrestling,2004,Namibia,0,0,0,0,1,54,342,0
Wrestling,2004,Brazil,0,0,0,0,1,54,342,0
Wrestling,2004,Nigeria,0,0,0,0,1,54,342,0
Wrestling,2004,Latvia,0,0,0,0,1,54,342,0
Wrestling,2004,Tunisia,0,0,0,0,1,54,342,0
Wrestling,2004,Israel,0,0,0,0,3,54,342,0
Wrestling,2004,Denmark,0,0,0,0,1,54,342,0
Wrestling,2004,North Korea,0,0,0,0,1,54,342,0
Wrestling,2004,Portugal,0,0,0,0,1,54,342,0
Wrestling,2004,Albania,0,0,0,0,1,54,342,0
Wrestling,2004,Afghanistan,0,0,0,0,1,54,342,0
Wrestling,2004,Dominican Republic,0,0,0,0,1,54,342,0
Wrestling,2004,Spain,0,0,0,0,2,54,342,0
Wrestling,2004,Guinea Bissau,0,0,0,0,1,54,342,0
Wrestling,2004,Senegal,0,0,0,0,1,54,342,0
Wrestling,2004,Serbia and Montenegro,0,0,0,0,1,54,342,0
Wrestling,2004,Czech Republic,0,0,0,0,2,54,342,0
Wrestling,2004,Palau,0,0,0,0,1,54,342,0
Wrestling,2004,Estonia,0,0,0,0,1,54,342,0
Wrestling,2004,South Africa,0,0,0,0,1,54,342,0
Wrestling,2000,Norway,0,0,0,0,1,48,314,0
Wrestling,2000,Egypt,0,0,0,0,2,48,314,0
Wrestling,2000,Australia,0,0,0,0,11,48,314,1
Wrestling,2000,Canada,1,0,0,1,4,48,314,0
Wrestling,2000,Azerbaijan,1,0,0,1,9,48,314,0
Wrestling,2000,Sweden,1,0,0,1,5,48,314,0
Wrestling,2000,Ukraine,0,2,0,2,16,48,314,0
Wrestling,2000,France,0,0,0,0,3,48,314,0
Wrestling,2000,Cote d'Ivoire,0,0,0,0,1,48,314,0
Wrestling,2000,Uzbekistan,0,1,0,1,11,48,314,0
Wrestling,2000,New Zealand,0,0,0,0,3,48,314,0
Wrestling,2000,Finland,0,0,1,1,4,48,314,0
Wrestling,2000,Kazakhstan,0,1,0,1,11,48,314,0
Wrestling,2000,Iran,1,0,0,1,11,48,314,0
Wrestling,2000,Kyrgyzstan,0,0,0,0,6,48,314,0
Wrestling,2000,Turkey,1,0,1,2,12,48,314,0
Wrestling,2000,Greece,0,0,1,1,7,48,314,0
Wrestling,2000,Tunisia,0,0,0,0,4,48,314,0
Wrestling,2000,Cuba,1,3,1,5,13,48,314,0
Wrestling,2000,Hungary,0,1,0,1,8,48,314,0
Wrestling,2000,Venezuela,0,0,0,0,2,48,314,0
Wrestling,2000,Bulgaria,1,1,0,2,8,48,314,0
Wrestling,2000,Israel,0,0,0,0,3,48,314,0
Wrestling,2000,Armenia,0,0,0,0,8,48,314,0
Wrestling,2000,Georgia,0,0,3,3,13,48,314,0
Wrestling,2000,Moldova,0,0,0,0,4,48,314,0
Wrestling,2000,Romania,0,0,0,0,5,48,314,0
Wrestling,2000,United States,2,2,3,7,16,48,314,0
Wrestling,2000,Switzerland,0,0,0,0,4,48,314,0
Wrestling,2000,China,0,0,1,1,5,48,314,0
Wrestling,2000,South Korea,1,2,1,4,10,48,314,0
Wrestling,2000,Russia,6,2,1,9,16,48,314,0
Wrestling,2000,Poland,0,0,0,0,9,48,314,0
Wrestling,2000,Belarus,0,0,1,1,14,48,314,0
Wrestling,2000,Senegal,0,0,0,0,1,48,314,0
Wrestling,2000,Algeria,0,0,0,0,2,48,314,0
Wrestling,2000,Mongolia,0,0,0,0,4,48,314,0
Wrestling,2000,South Africa,0,0,0,0,1,48,314,0
Wrestling,2000,Guinea Bissau,0,0,0,0,1,48,314,0
Wrestling,2000,Lithuania,0,0,0,0,2,48,314,0
Wrestling,2000,Slovakia,0,0,0,0,4,48,314,0
Wrestling,2000,Macedonia,0,0,1,1,2,48,314,0
Wrestling,2000,Italy,0,0,0,0,2,48,314,0
Wrestling,2000,Turkmenistan,0,0,0,0,1,48,314,0
Wrestling,2000,Estonia,0,0,0,0,3,48,314,0
Wrestling,2000,Colombia,0,0,0,0,1,48,314,0
Wrestling,2000,Samoa,0,0,0,0,1,48,314,0
Wrestling,2000,North Korea,0,0,1,1,4,48,314,0
Wrestling,2000,Germany,0,0,0,0,10,48,314,0
Wrestling,2000,Japan,0,1,0,1,8,48,314,0
Wrestling,2000,Nigeria,0,0,0,0,2,48,314,0
Wrestling,2000,Latvia,0,0,0,0,1,48,314,0
Wrestling,2000,India,0,0,0,0,1,48,314,0
Wrestling,2000,Czech Republic,0,0,0,0,3,48,314,0
Wrestling,2000,Netherlands,0,0,0,0,1,48,314,0
Wrestling,1996,Estonia,0,0,0,0,4,60,401,0
Wrestling,1996,Azerbaijan,0,1,0,1,8,60,401,0
Wrestling,1996,Japan,0,0,1,1,12,60,401,0
Wrestling,1996,Ukraine,1,0,3,4,17,60,401,0
Wrestling,1996,Mexico,0,0,0,0,7,60,401,0
Wrestling,1996,Finland,0,1,0,1,5,60,401,0
Wrestling,1996,Uzbekistan,0,0,0,0,10,60,401,0
Wrestling,1996,Belarus,0,3,1,4,15,60,401,0
Wrestling,1996,Syria,0,0,0,0,2,60,401,0
Wrestling,1996,Yemen,0,0,0,0,1,60,401,0
Wrestling,1996,Kyrgyzstan,0,0,0,0,4,60,401,0
Wrestling,1996,Moldova,0,0,1,1,6,60,401,0
Wrestling,1996,Romania,0,0,0,0,10,60,401,0
Wrestling,1996,Bulgaria,1,0,0,1,12,60,401,0
Wrestling,1996,Greece,0,0,0,0,9,60,401,0
Wrestling,1996,United States,3,4,1,8,20,60,401,1
Wrestling,1996,Turkey,2,0,1,3,13,60,401,0
Wrestling,1996,Cameroon,0,0,0,0,1,60,401,0
Wrestling,1996,Tunisia,0,0,0,0,3,60,401,0
Wrestling,1996,Cuba,1,1,1,3,15,60,401,0
Wrestling,1996,Sweden,0,0,1,1,7,60,401,0
Wrestling,1996,Russia,4,1,2,7,20,60,401,0
Wrestling,1996,China,0,0,1,1,5,60,401,0
Wrestling,1996,Hungary,0,0,0,0,11,60,401,0
Wrestling,1996,Germany,0,1,2,3,12,60,401,0
Wrestling,1996,Peru,0,0,0,0,5,60,401,0
Wrestling,1996,Morocco,0,0,0,0,5,60,401,0
Wrestling,1996,Mongolia,0,0,0,0,4,60,401,0
Wrestling,1996,Kazakhstan,1,0,1,2,11,60,401,0
Wrestling,1996,Canada,0,1,0,1,14,60,401,0
Wrestling,1996,Puerto Rico,0,0,0,0,5,60,401,0
Wrestling,1996,Pakistan,0,0,0,0,1,60,401,0
Wrestling,1996,Algeria,0,0,0,0,2,60,401,0
Wrestling,1996,Australia,0,0,0,0,9,60,401,0
Wrestling,1996,Switzerland,0,0,0,0,2,60,401,0
Wrestling,1996,South Korea,1,3,0,4,15,60,401,0
Wrestling,1996,Italy,0,0,0,0,4,60,401,0
Wrestling,1996,Croatia,0,0,0,0,1,60,401,0
Wrestling,1996,Tajikistan,0,0,0,0,1,60,401,0
Wrestling,1996,Senegal,0,0,0,0,2,60,401,0
Wrestling,1996,South Africa,0,0,0,0,1,60,401,0
Wrestling,1996,Guinea Bissau,0,0,0,0,1,60,401,0
Wrestling,1996,Colombia,0,0,0,0,3,60,401,0
Wrestling,1996,Poland,3,1,1,5,11,60,401,0
Wrestling,1996,Iran,1,1,1,3,10,60,401,0
Wrestling,1996,Panama,0,0,0,0,1,60,401,0
Wrestling,1996,Czech Republic,0,0,0,0,3,60,401,0
Wrestling,1996,Venezuela,0,0,0,0,6,60,401,0
Wrestling,1996,Armenia,1,1,0,2,8,60,401,0
Wrestling,1996,Nigeria,0,0,0,0,4,60,401,0
Wrestling,1996,Georgia,0,0,1,1,8,60,401,0
Wrestling,1996,Bosnia and Herzegovina,0,0,0,0,1,60,401,0
Wrestling,1996,Egypt,0,0,0,0,1,60,401,0
Wrestling,1996,Argentina,0,0,0,0,1,60,401,0
Wrestling,1996,India,0,0,0,0,1,60,401,0
Wrestling,1996,Latvia,0,0,0,0,1,60,401,0
Wrestling,1996,Serbia and Montenegro,0,0,0,0,2,60,401,0
Wrestling,1996,North Korea,1,0,1,2,3,60,401,0
Wrestling,1996,Slovakia,0,0,0,0,4,60,401,0
Wrestling,1996,Guam,0,0,0,0,1,60,401,0
Wrestling,1996,France,0,1,0,1,2,60,401,0
Wrestling,1996,Portugal,0,0,0,0,1,60,401,0
Wrestling,1996,Cyprus,0,0,0,0,1,60,401,0
Wrestling,1996,Lithuania,0,0,0,0,3,60,401,0
Wrestling,1996,American Samoa,0,0,0,0,1,60,401,0
Wrestling,1996,Guatemala,0,0,0,0,1,60,401,0
Wrestling,1996,Turkmenistan,0,0,0,0,1,60,401,0
Wrestling,1996,Norway,0,0,0,0,1,60,401,0
Wrestling,1996,Great Britain,0,0,0,0,1,60,401,0
Wrestling,1996,Macedonia,0,0,0,0,3,60,401,0
Wrestling,1996,Albania,0,0,0,0,1,60,401,0
Wrestling,1996,Israel,0,0,0,0,1,60,401,0
Wrestling,1996,Dominican Republic,0,0,0,0,1,60,401,0
Wrestling,1996,Cambodia,0,0,0,0,1,60,401,0
Wrestling,1996,Belgium,0,0,0,0,1,60,401,0
Wrestling,1992,Estonia,0,0,0,0,4,60,371,0
Wrestling,1992,Japan,0,0,1,1,16,60,371,0
Wrestling,1992,Nigeria,0,0,0,0,5,60,371,0
Wrestling,1992,Finland,0,0,0,0,7,60,371,0
Wrestling,1992,Iran,0,1,2,3,16,60,371,0
Wrestling,1992,Syria,0,0,0,0,3,60,371,0
Wrestling,1992,Cuba,2,0,3,5,15,60,371,0
Wrestling,1992,South Korea,2,1,1,4,16,60,371,0
Wrestling,1992,Romania,0,0,1,1,11,60,371,0
Wrestling,1992,Greece,0,0,0,0,11,60,371,0
Wrestling,1992,Spain,0,0,0,0,10,60,371,1
Wrestling,1992,Bulgaria,0,1,1,2,20,60,371,0
Wrestling,1992,Sweden,0,1,1,2,8,60,371,0
Wrestling,1992,Unified Team,6,5,5,16,20,60,371,0
Wrestling,1992,Turkey,1,2,1,4,15,60,371,0
Wrestling,1992,Germany,1,2,0,3,17,60,371,0
Wrestling,1992,Israel,0,0,0,0,4,60,371,0
Wrestling,1992,United States,3,3,2,8,20,60,371,0
Wrestling,1992,Algeria,0,0,0,0,2,60,371,0
Wrestling,1992,Puerto Rico,0,0,0,0,4,60,371,0
Wrestling,1992,Hungary,2,0,0,2,17,60,371,0
Wrestling,1992,Mongolia,0,0,0,0,7,60,371,0
Wrestling,1992,Canada,0,1,0,1,13,60,371,0
Wrestling,1992,Tunisia,0,0,0,0,3,60,371,0
Wrestling,1992,France,0,0,0,0,9,60,371,0
Wrestling,1992,Australia,0,0,0,0,2,60,371,0
Wrestling,1992,Italy,0,1,0,1,5,60,371,0
Wrestling,1992,China,0,0,1,1,8,60,371,0
Wrestling,1992,Poland,0,2,0,2,13,60,371,0
Wrestling,1992,Croatia,0,0,0,0,1,60,371,0
Wrestling,1992,Mexico,0,0,0,0,2,60,371,0
Wrestling,1992,Switzerland,0,0,0,0,4,60,371,0
Wrestling,1992,Senegal,0,0,0,0,3,60,371,0
Wrestling,1992,South Africa,0,0,0,0,3,60,371,0
Wrestling,1992,Morocco,0,0,0,0,4,60,371,0
Wrestling,1992,Czech Republic,0,0,0,0,7,60,371,0
Wrestling,1992,Individual Olympic Athletes,0,0,0,0,9,60,371,0
Wrestling,1992,Nicaragua,0,0,0,0,1,60,371,0
Wrestling,1992,Egypt,0,0,0,0,3,60,371,0
Wrestling,1992,Cyprus,0,0,0,0,1,60,371,0
Wrestling,1992,India,0,0,0,0,6,60,371,0
Wrestling,1992,North Korea,2,0,1,3,4,60,371,0
Wrestling,1992,Austria,0,0,0,0,2,60,371,0
Wrestling,1992,Portugal,0,0,0,0,1,60,371,0
Wrestling,1992,Great Britain,0,0,0,0,1,60,371,0
Wrestling,1992,Panama,0,0,0,0,2,60,371,0
Wrestling,1992,Pakistan,0,0,0,0,1,60,371,0
Wrestling,1992,Brazil,0,0,0,0,1,60,371,0
Wrestling,1992,Guam,0,0,0,0,1,60,371,0
Wrestling,1992,New Zealand,0,0,0,0,2,60,371,0
Wrestling,1992,Argentina,0,0,0,0,1,60,371,0
Wrestling,1992,Guatemala,0,0,0,0,1,60,371,0
Wrestling,1992,Venezuela,0,0,0,0,1,60,371,0
Wrestling,1992,Norway,1,0,0,1,2,60,371,0
Wrestling,1992,Colombia,0,0,0,0,1,60,371,0
Wrestling,1992,Lithuania,0,0,0,0,1,60,371,0
Wrestling,1992,Dominican Republic,0,0,0,0,1,60,371,0
Wrestling,1992,Belgium,0,0,0,0,1,60,371,0
Wrestling,1992,Latvia,0,0,0,0,1,60,371,0
Wrestling,1988,Egypt,0,0,0,0,5,60,457,0
Wrestling,1988,France,0,0,0,0,9,60,457,0
Wrestling,1988,Mauritania,0,0,0,0,4,60,457,0
Wrestling,1988,Nigeria,0,0,0,0,6,60,457,0
Wrestling,1988,Iran,0,1,0,1,15,60,457,0
Wrestling,1988,Finland,0,1,1,2,12,60,457,0
Wrestling,1988,Turkey,0,1,0,1,12,60,457,0
Wrestling,1988,Japan,2,2,0,4,20,60,457,0
Wrestling,1988,Syria,0,0,0,0,8,60,457,0
Wrestling,1988,North Yemen,0,0,0,0,2,60,457,0
Wrestling,1988,Jordan,0,0,0,0,2,60,457,0
Wrestling,1988,Bulgaria,1,4,3,8,20,60,457,0
Wrestling,1988,Soviet Union,8,4,3,15,20,60,457,0
Wrestling,1988,United States,2,1,3,6,20,60,457,0
Wrestling,1988,South Korea,2,2,5,9,19,60,457,1
Wrestling,1988,Romania,1,0,0,1,4,60,457,0
Wrestling,1988,Germany,0,1,1,2,25,60,457,0
Wrestling,1988,Pakistan,0,0,0,0,3,60,457,0
Wrestling,1988,Greece,0,0,1,1,5,60,457,0
Wrestling,1988,Austria,0,0,0,0,5,60,457,0
Wrestling,1988,Mongolia,0,0,0,0,9,60,457,0
Wrestling,1988,Serbia,0,1,0,1,10,60,457,0
Wrestling,1988,Spain,0,0,0,0,9,60,457,0
Wrestling,1988,Lebanon,0,0,0,0,1,60,457,0
Wrestling,1988,Israel,0,0,0,0,2,60,457,0
Wrestling,1988,Belgium,0,0,0,0,1,60,457,0
Wrestling,1988,Hungary,1,1,0,2,18,60,457,0
Wrestling,1988,Canada,0,0,0,0,11,60,457,0
Wrestling,1988,Morocco,0,0,0,0,5,60,457,0
Wrestling,1988,Norway,1,0,0,1,5,60,457,0
Wrestling,1988,Australia,0,0,0,0,3,60,457,0
Wrestling,1988,Colombia,0,0,0,0,4,60,457,0
Wrestling,1988,Tunisia,0,0,0,0,3,60,457,0
Wrestling,1988,China,0,0,0,0,11,60,457,0
Wrestling,1988,Chinese Taipei,0,0,0,0,4,60,457,0
Wrestling,1988,Sweden,0,0,1,1,10,60,457,0
Wrestling,1988,Afghanistan,0,0,0,0,5,60,457,0
Wrestling,1988,Gambia,0,0,0,0,3,60,457,0
Wrestling,1988,Poland,1,1,1,3,18,60,457,0
Wrestling,1988,Czech Republic,0,0,1,1,9,60,457,0
Wrestling,1988,India,0,0,0,0,7,60,457,0
Wrestling,1988,Guinea,0,0,0,0,2,60,457,0
Wrestling,1988,Switzerland,0,0,0,0,4,60,457,0
Wrestling,1988,Senegal,0,0,0,0,4,60,457,0
Wrestling,1988,Great Britain,0,0,0,0,6,60,457,0
Wrestling,1988,Kenya,0,0,0,0,4,60,457,0
Wrestling,1988,Malta,0,0,0,0,2,60,457,0
Wrestling,1988,Indonesia,0,0,0,0,2,60,457,0
Wrestling,1988,Ireland,0,0,0,0,1,60,457,0
Wrestling,1988,Panama,0,0,0,0,3,60,457,0
Wrestling,1988,New Zealand,0,0,0,0,2,60,457,0
Wrestling,1988,Peru,0,0,0,0,1,60,457,0
Wrestling,1988,Argentina,0,0,0,0,2,60,457,0
Wrestling,1988,Samoa,0,0,0,0,2,60,457,0
Wrestling,1988,Iraq,0,0,0,0,5,60,457,0
Wrestling,1988,Mexico,0,0,0,0,4,60,457,0
Wrestling,1988,Italy,1,0,0,1,4,60,457,0
Wrestling,1988,Cameroon,0,0,0,0,4,60,457,0
Wrestling,1988,Philippines,0,0,0,0,2,60,457,0
Wrestling,1988,El Salvador,0,0,0,0,1,60,457,0
Wrestling,1988,Portugal,0,0,0,0,1,60,457,0
Wrestling,1988,Puerto Rico,0,0,0,0,2,60,457,0
Wrestling,1988,Brazil,0,0,0,0,2,60,457,0
Wrestling,1988,Vietnam,0,0,0,0,1,60,457,0
Wrestling,1988,Mauritius,0,0,0,0,1,60,457,0
Wrestling,1988,American Samoa,0,0,0,0,1,60,457,0
Wrestling,1988,Guam,0,0,0,0,1,60,457,0
Wrestling,1988,Guatemala,0,0,0,0,1,60,457,0
Wrestling,1984,Iraq,0,0,0,0,3,60,286,0
Wrestling,1984,Mexico,0,1,0,1,5,60,286,0
Wrestling,1984,Nigeria,0,0,0,0,3,60,286,0
Wrestling,1984,Japan,2,5,2,9,20,60,286,0
Wrestling,1984,Turkey,0,0,1,1,16,60,286,0
Wrestling,1984,Egypt,0,0,0,0,10,60,286,0
Wrestling,1984,Sweden,0,2,2,4,11,60,286,0
Wrestling,1984,Romania,2,1,3,6,10,60,286,0
Wrestling,1984,Great Britain,0,0,1,1,7,60,286,0
Wrestling,1984,Greece,0,1,1,2,10,60,286,0
Wrestling,1984,Syria,0,1,0,1,3,60,286,0
Wrestling,1984,Lebanon,0,0,0,0,1,60,286,0
Wrestling,1984,Italy,1,0,0,1,7,60,286,0
Wrestling,1984,Cameroon,0,0,0,0,5,60,286,0
Wrestling,1984,United States,9,3,1,13,19,60,286,1
Wrestling,1984,South Korea,2,1,4,7,14,60,286,0
Wrestling,1984,Puerto Rico,0,0,0,0,3,60,286,0
Wrestling,1984,France,0,0,0,0,8,60,286,0
Wrestling,1984,Norway,0,0,0,0,5,60,286,0
Wrestling,1984,Canada,0,1,1,2,13,60,286,0
Wrestling,1984,Australia,0,0,0,0,3,60,286,0
Wrestling,1984,Austria,0,0,0,0,7,60,286,0
Wrestling,1984,Bolivia,0,0,0,0,1,60,286,0
Wrestling,1984,New Zealand,0,0,0,0,3,60,286,0
Wrestling,1984,India,0,0,0,0,8,60,286,0
Wrestling,1984,Mauritania,0,0,0,0,2,60,286,0
Wrestling,1984,Senegal,0,0,0,0,4,60,286,0
Wrestling,1984,Switzerland,0,0,1,1,2,60,286,0
Wrestling,1984,Morocco,0,0,0,0,5,60,286,0
Wrestling,1984,Germany,1,2,0,3,14,60,286,0
Wrestling,1984,China,0,0,0,0,7,60,286,0
Wrestling,1984,Ecuador,0,0,0,0,1,60,286,0
Wrestling,1984,Spain,0,0,0,0,3,60,286,0
Wrestling,1984,Malta,0,0,0,0,2,60,286,0
Wrestling,1984,Argentina,0,0,0,0,3,60,286,0
Wrestling,1984,Pakistan,0,0,0,0,2,60,286,0
Wrestling,1984,Finland,1,1,1,3,11,60,286,0
Wrestling,1984,Peru,0,0,0,0,2,60,286,0
Wrestling,1984,Serbia,2,1,2,5,9,60,286,0
Wrestling,1984,Panama,0,0,0,0,1,60,286,0
Wrestling,1984,Chinese Taipei,0,0,0,0,1,60,286,0
Wrestling,1984,El Salvador,0,0,0,0,1,60,286,0
Wrestling,1984,Colombia,0,0,0,0,1,60,286,0
Wrestling,1984,Dominican Republic,0,0,0,0,1,60,286,0
Wrestling,1980,Iraq,0,0,0,0,9,60,270,0
Wrestling,1980,Bulgaria,3,4,3,10,20,60,270,0
Wrestling,1980,Soviet Union,12,3,2,17,20,60,270,1
Wrestling,1980,Algeria,0,0,0,0,3,60,270,0
Wrestling,1980,Mongolia,0,1,1,2,13,60,270,0
Wrestling,1980,Afghanistan,0,0,0,0,8,60,270,0
Wrestling,1980,Romania,1,1,2,4,20,60,270,0
Wrestling,1980,France,0,0,0,0,2,60,270,0
Wrestling,1980,Sweden,0,0,2,2,8,60,270,0
Wrestling,1980,India,0,0,0,0,6,60,270,0
Wrestling,1980,Great Britain,0,0,0,0,6,60,270,0
Wrestling,1980,Nigeria,0,0,0,0,1,60,270,0
Wrestling,1980,Hungary,2,3,2,7,19,60,270,0
Wrestling,1980,Cuba,0,0,0,0,10,60,270,0
Wrestling,1980,Lebanon,0,0,1,1,1,60,270,0
Wrestling,1980,Poland,0,5,2,7,20,60,270,0
Wrestling,1980,Cameroon,0,0,0,0,6,60,270,0
Wrestling,1980,Austria,0,0,0,0,5,60,270,0
Wrestling,1980,Australia,0,0,0,0,3,60,270,0
Wrestling,1980,Germany,0,1,0,1,9,60,270,0
Wrestling,1980,Serbia,0,0,1,1,10,60,270,0
Wrestling,1980,Italy,1,0,0,1,6,60,270,0
Wrestling,1980,Syria,0,0,0,0,17,60,270,0
Wrestling,1980,Senegal,0,0,0,0,3,60,270,0
Wrestling,1980,Czech Republic,0,0,2,2,8,60,270,0
Wrestling,1980,Mexico,0,0,0,0,2,60,270,0
Wrestling,1980,Finland,0,0,1,1,8,60,270,0
Wrestling,1980,Denmark,0,0,0,0,2,60,270,0
Wrestling,1980,Peru,0,0,0,0,2,60,270,0
Wrestling,1980,North Korea,0,2,0,2,3,60,270,0
Wrestling,1980,Greece,1,0,1,2,5,60,270,0
Wrestling,1980,Switzerland,0,0,0,0,1,60,270,0
Wrestling,1980,Belgium,0,0,0,0,3,60,270,0
Wrestling,1980,Spain,0,0,0,0,2,60,270,0
Wrestling,1980,Vietnam,0,0,0,0,5,60,270,0
Wrestling,1976,Bulgaria,1,3,3,7,20,60,349,0
Wrestling,1976,Cuba,0,0,0,0,9,60,349,0
Wrestling,1976,Turkey,0,0,0,0,11,60,349,0
Wrestling,1976,Australia,0,0,0,0,3,60,349,0
Wrestling,1976,Japan,2,0,4,6,20,60,349,0
Wrestling,1976,Germany,0,1,3,4,27,60,349,0
Wrestling,1976,United States,1,3,2,6,20,60,349,0
Wrestling,1976,Romania,0,3,3,6,19,60,349,0
Wrestling,1976,Iran,0,1,0,1,17,60,349,0
Wrestling,1976,Pakistan,0,0,0,0,2,60,349,0
Wrestling,1976,Great Britain,0,0,0,0,7,60,349,0
Wrestling,1976,South Korea,1,0,1,2,11,60,349,0
Wrestling,1976,Sweden,0,0,0,0,8,60,349,0
Wrestling,1976,Soviet Union,12,5,1,18,20,60,349,0
Wrestling,1976,New Zealand,0,0,0,0,2,60,349,0
Wrestling,1976,Morocco,0,0,0,0,4,60,349,0
Wrestling,1976,Hungary,0,1,1,2,18,60,349,0
Wrestling,1976,Canada,0,0,0,0,15,60,349,1
Wrestling,1976,Italy,0,0,0,0,8,60,349,0
Wrestling,1976,France,0,0,0,0,5,60,349,0
Wrestling,1976,Argentina,0,0,0,0,3,60,349,0
Wrestling,1976,Mongolia,0,1,0,1,13,60,349,0
Wrestling,1976,Serbia,1,1,0,2,6,60,349,0
Wrestling,1976,United States Virgin Islands,0,0,0,0,4,60,349,0
Wrestling,1976,Puerto Rico,0,0,0,0,5,60,349,0
Wrestling,1976,Senegal,0,0,0,0,5,60,349,0
Wrestling,1976,Czech Republic,0,1,0,1,5,60,349,0
Wrestling,1976,Portugal,0,0,0,0,3,60,349,0
Wrestling,1976,Lebanon,0,0,0,0,1,60,349,0
Wrestling,1976,Mexico,0,0,0,0,2,60,349,0
Wrestling,1976,Greece,0,0,0,0,4,60,349,0
Wrestling,1976,Norway,0,0,0,0,2,60,349,0
Wrestling,1976,Finland,1,0,0,1,7,60,349,0
Wrestling,1976,Austria,0,0,0,0,2,60,349,0
Wrestling,1976,Poland,1,0,2,3,14,60,349,0
Wrestling,1976,North Korea,0,0,0,0,3,60,349,0
Wrestling,1976,Belgium,0,0,0,0,2,60,349,0
Wrestling,1976,Israel,0,0,0,0,1,60,349,0
Wrestling,1976,Panama,0,0,0,0,1,60,349,0
Wrestling,1976,Ecuador,0,0,0,0,1,60,349,0
Wrestling,1972,Soviet Union,9,4,1,14,20,60,409,0
Wrestling,1972,Japan,2,2,0,4,20,60,409,0
Wrestling,1972,Lebanon,0,0,0,0,2,60,409,0
Wrestling,1972,Turkey,0,1,0,1,15,60,409,0
Wrestling,1972,Australia,0,0,0,0,3,60,409,0
Wrestling,1972,Germany,0,2,1,3,34,60,409,1
Wrestling,1972,Iran,0,1,1,2,14,60,409,0
Wrestling,1972,Pakistan,0,0,0,0,2,60,409,0
Wrestling,1972,Cuba,0,0,0,0,7,60,409,0
Wrestling,1972,Romania,2,0,2,4,20,60,409,0
Wrestling,1972,South Korea,0,0,0,0,4,60,409,0
Wrestling,1972,Sweden,0,1,1,2,7,60,409,0
Wrestling,1972,Bulgaria,2,4,2,8,20,60,409,0
Wrestling,1972,Afghanistan,0,0,0,0,8,60,409,0
Wrestling,1972,New Zealand,0,0,0,0,1,60,409,0
Wrestling,1972,Morocco,0,0,0,0,3,60,409,0
Wrestling,1972,Hungary,1,0,4,5,19,60,409,0
Wrestling,1972,Norway,0,0,0,0,5,60,409,0
Wrestling,1972,Great Britain,0,0,0,0,6,60,409,0
Wrestling,1972,United States,3,2,1,6,18,60,409,0
Wrestling,1972,Mongolia,0,1,0,1,13,60,409,0
Wrestling,1972,Canada,0,0,0,0,9,60,409,0
Wrestling,1972,Belgium,0,0,0,0,2,60,409,0
Wrestling,1972,Austria,0,0,0,0,4,60,409,0
Wrestling,1972,India,0,0,0,0,8,60,409,0
Wrestling,1972,Finland,0,0,1,1,10,60,409,0
Wrestling,1972,Argentina,0,0,0,0,3,60,409,0
Wrestling,1972,Switzerland,0,0,0,0,9,60,409,0
Wrestling,1972,Italy,0,0,2,2,7,60,409,0
Wrestling,1972,France,0,0,0,0,5,60,409,0
Wrestling,1972,Mexico,0,0,0,0,9,60,409,0
Wrestling,1972,Guatemala,0,0,0,0,4,60,409,0
Wrestling,1972,Senegal,0,0,0,0,4,60,409,0
Wrestling,1972,Panama,0,0,0,0,2,60,409,0
Wrestling,1972,Poland,0,0,2,2,18,60,409,0
Wrestling,1972,Serbia,0,1,1,2,10,60,409,0
Wrestling,1972,Tunisia,0,0,0,0,1,60,409,0
Wrestling,1972,Portugal,0,0,0,0,3,60,409,0
Wrestling,1972,Syria,0,0,0,0,2,60,409,0
Wrestling,1972,Czech Republic,1,0,0,1,10,60,409,0
Wrestling,1972,Philippines,0,0,0,0,3,60,409,0
Wrestling,1972,Egypt,0,0,0,0,3,60,409,0
Wrestling,1972,Greece,0,1,0,1,9,60,409,0
Wrestling,1972,Israel,0,0,0,0,2,60,409,0
Wrestling,1972,Chinese Taipei,0,0,0,0,1,60,409,0
Wrestling,1972,Peru,0,0,0,0,4,60,409,0
Wrestling,1972,North Korea,0,0,1,1,2,60,409,0
Wrestling,1972,Denmark,0,0,0,0,3,60,409,0
Wrestling,1968,Turkey,2,0,0,2,16,48,333,0
Wrestling,1968,Panama,0,0,0,0,2,48,333,0
