Team,Year,Sport,gold_medals,silver_medals,bronze_medals
Cook Islands,1988,Athletics,0,0,0
Cook Islands,1988,Boxing,0,0,0
Cook Islands,1992,Athletics,0,0,0
Cook Islands,1996,Athletics,0,0,0
Cook Islands,1996,Sailing,0,0,0
Cook Islands,2000,Athletics,0,0,0
Cook Islands,2000,Sailing,0,0,0
Cook Islands,2004,Athletics,0,0,0
Cook Islands,2008,Athletics,0,0,0
Cook Islands,2012,Athletics,0,0,0
Cook Islands,2012,Sailing,0,0,0
Cook Islands,2016,Athletics,0,0,0
Cook Islands,2016,Sailing,0,0,0
Cook Islands,2020,Athletics,0,0,0
Cook Islands,2024,Athletics,0,0,0
Costa Rica,1968,Athletics,0,0,0
Costa Rica,1968,Boxing,0,0,0
Costa Rica,1968,Cycling,0,0,0
Costa Rica,1972,Athletics,0,0,0
Costa Rica,1976,Cycling,0,0,0
Costa Rica,1984,Athletics,0,0,0
Costa Rica,1988,Athletics,0,0,0
Costa Rica,1988,Boxing,0,0,0
Costa Rica,1992,Athletics,0,0,0
Costa Rica,1996,Athletics,0,0,0
Costa Rica,1996,Cycling,0,0,0
Costa Rica,2000,Athletics,0,0,0
Costa Rica,2000,Triathlon,0,0,0
Costa Rica,2000,Cycling,0,0,0
Costa Rica,2000,Tennis,0,0,0
Costa Rica,2004,Cycling,0,0,0
Costa Rica,2008,Athletics,0,0,0
Costa Rica,2008,Cycling,0,0,0
Costa Rica,2012,Athletics,0,0,0
Costa Rica,2012,Triathlon,0,0,0
Costa Rica,2012,Cycling,0,0,0
Costa Rica,2016,Athletics,0,0,0
Costa Rica,2016,Triathlon,0,0,0
Costa Rica,2016,Cycling,0,0,0
Costa Rica,2016,Beach Volleyball,0,0,0
Costa Rica,2020,Athletics,0,0,0
Costa Rica,2020,Cycling,0,0,0
Costa Rica,2024,Athletics,0,0,0
Costa Rica,2024,Cycling,0,0,0
Cote d'Ivoire,1964,Athletics,0,0,0
Cote d'Ivoire,1964,Boxing,0,0,0
Cote d'Ivoire,1968,Athletics,0,0,0
Cote d'Ivoire,1972,Athletics,0,0,0
Cote d'Ivoire,1976,Athletics,0,0,0
Cote d'Ivoire,1984,Athletics,0,1,0
Cote d'Ivoire,1984,Boxing,0,0,0
Cote d'Ivoire,1988,Athletics,0,0,0
Cote d'Ivoire,1988,Boxing,0,0,0
Cote d'Ivoire,1988,Handball,0,0,0
Cote d'Ivoire,1988,Tennis,0,0,0
Cote d'Ivoire,1992,Athletics,0,0,0
Cote d'Ivoire,1996,Athletics,0,0,0
Cote d'Ivoire,1996,Tennis,0,0,0
Cote d'Ivoire,2000,Athletics,0,0,0
Cote d'Ivoire,2004,Athletics,0,0,0
Cote d'Ivoire,2008,Athletics,0,0,0
Cote d'Ivoire,2012,Athletics,0,0,0
Cote d'Ivoire,2016,Athletics,0,0,0
Covunco III,1956,Sailing,0,0,0
Crabe I,1900,Sailing,0,0,0
Crabe II,1900,Sailing,0,1,1
Croatia,1992,Athletics,0,0,0
Croatia,1992,Boxing,0,0,0
Croatia,1992,Sailing,0,0,0
Croatia,1992,Rowing,0,0,0
Croatia,1992,Tennis,0,0,2
Croatia,1996,Athletics,0,0,0
Croatia,1996,Boxing,0,0,0
Croatia,1996,Sailing,0,0,0
Croatia,1996,Rowing,0,0,0
Croatia,1996,Handball,1,0,0
Croatia,1996,Tennis,0,0,0
Croatia,2000,Athletics,0,0,0
Croatia,2000,Sailing,0,0,0
Croatia,2000,Rowing,0,0,1
Croatia,2000,Tennis,0,0,0
Croatia,2000,Volleyball,0,0,0
Croatia,2004,Athletics,0,0,0
Croatia,2004,Boxing,0,0,0
Croatia,2004,Sailing,0,0,0
Croatia,2004,Rowing,0,1,0
Croatia,2004,Handball,1,0,0
Croatia,2004,Tennis,0,0,1
Croatia,2008,Athletics,0,1,0
Croatia,2008,Boxing,0,0,0
Croatia,2008,Sailing,0,0,0
Croatia,2008,Rowing,0,0,0
Croatia,2008,Cycling,0,0,0
Croatia,2008,Handball,0,0,0
Croatia,2008,Tennis,0,0,0
Croatia,2012,Athletics,1,0,0
Croatia,2012,Sailing,0,0,0
Croatia,2012,Rowing,0,1,0
Croatia,2012,Cycling,0,0,0
Croatia,2012,Handball,0,0,1
Croatia,2012,Tennis,0,0,0
Croatia,2016,Athletics,2,0,1
Croatia,2016,Boxing,0,0,1
Croatia,2016,Sailing,1,1,0
Croatia,2016,Rowing,1,1,0
Croatia,2016,Cycling,0,0,0
Croatia,2016,Handball,0,0,0
Croatia,2016,Tennis,0,0,0
Croatia,2020,Athletics,0,0,0
Croatia,2020,Boxing,0,0,0
Croatia,2020,Sailing,0,1,0
Croatia,2020,Rowing,1,0,1
Croatia,2020,Cycling,0,0,0
Croatia,2020,Tennis,1,1,0
Croatia,2024,Athletics,0,0,1
Croatia,2024,Boxing,0,0,0
Croatia,2024,Sailing,0,0,0
Croatia,2024,Rowing,1,0,0
Croatia,2024,Cycling,0,0,0
Croatia,2024,Handball,0,0,0
Croatia,2024,Tennis,0,1,0
Crocodile,1900,Sailing,0,0,0
Cuba,1904,Athletics,0,0,0
Cuba,1928,Athletics,0,0,0
Cuba,1948,Athletics,0,0,0
Cuba,1948,Rowing,0,0,0
Cuba,1948,Cycling,0,0,0
Cuba,1952,Athletics,0,0,0
Cuba,1952,Sailing,0,0,0
Cuba,1956,Athletics,0,0,0
Cuba,1956,Rowing,0,0,0
Cuba,1960,Athletics,0,0,0
Cuba,1960,Boxing,0,0,0
Cuba,1964,Athletics,0,1,0
Cuba,1964,Boxing,0,0,0
Cuba,1964,Rowing,0,0,0
Cuba,1968,Athletics,0,2,0
Cuba,1968,Boxing,0,2,0
Cuba,1968,Rowing,0,0,0
Cuba,1968,Cycling,0,0,0
Cuba,1972,Athletics,0,0,2
Cuba,1972,Boxing,3,1,1
Cuba,1972,Rowing,0,0,0
Cuba,1972,Cycling,0,0,0
Cuba,1972,Volleyball,0,0,0
Cuba,1976,Athletics,2,1,0
Cuba,1976,Boxing,3,3,2
Cuba,1976,Rowing,0,0,0
Cuba,1976,Cycling,0,0,0
Cuba,1976,Volleyball,0,0,1
Cuba,1980,Athletics,1,2,1
Cuba,1980,Boxing,6,2,2
Cuba,1980,Sailing,0,0,0
Cuba,1980,Rowing,0,0,0
Cuba,1980,Cycling,0,0,0
Cuba,1980,Hockey,0,0,0
Cuba,1980,Handball,0,0,0
Cuba,1980,Volleyball,0,0,0
Cuba,1992,Athletics,2,1,4
Cuba,1992,Boxing,7,2,0
Cuba,1992,Rowing,0,0,0
Cuba,1992,Cycling,0,0,0
Cuba,1992,Volleyball,1,0,0
Cuba,1996,Athletics,0,1,1
Cuba,1996,Boxing,4,3,0
Cuba,1996,Sailing,0,0,0
Cuba,1996,Rowing,0,0,0
Cuba,1996,Cycling,0,0,0
Cuba,1996,Beach Volleyball,0,0,0
Cuba,1996,Volleyball,1,0,0
Cuba,2000,Athletics,2,2,2
Cuba,2000,Boxing,4,0,2
Cuba,2000,Sailing,0,0,0
Cuba,2000,Rowing,0,0,0
Cuba,2000,Cycling,0,0,0
Cuba,2000,Handball,0,0,0
Cuba,2000,Beach Volleyball,0,0,0
Cuba,2000,Volleyball,1,0,0
Cuba,2004,Athletics,2,1,2
Cuba,2004,Boxing,5,2,1
Cuba,2004,Rowing,0,0,0
Cuba,2004,Cycling,0,0,0
Cuba,2004,Beach Volleyball,0,0,0
Cuba,2004,Volleyball,0,0,1
Cuba,2008,Athletics,1,2,2
Cuba,2008,Boxing,0,4,4
Cuba,2008,Rowing,0,0,0
Cuba,2008,Modern Pentathlon,0,0,0
Cuba,2008,Cycling,0,1,0
Cuba,2008,Beach Volleyball,0,0,0
Cuba,2008,Volleyball,0,0,0
Cuba,2012,Athletics,0,1,1
Cuba,2012,Boxing,2,0,2
Cuba,2012,Rowing,0,0,0
Cuba,2012,Cycling,0,0,0
Cuba,2016,Athletics,0,0,1
Cuba,2016,Boxing,3,0,3
Cuba,2016,Rowing,0,0,0
Cuba,2016,Modern Pentathlon,0,0,0
Cuba,2016,Cycling,0,0,0
Cuba,2016,Beach Volleyball,0,0,0
Cuba,2016,Volleyball,0,0,0
Cuba,2020,Athletics,0,1,2
Cuba,2020,Boxing,4,0,1
Cuba,2020,Rowing,0,0,0
Cuba,2020,Modern Pentathlon,0,0,0
Cuba,2020,Cycling,0,0,0
Cuba,2020,Beach Volleyball,0,0,0
Cuba,2024,Athletics,0,0,0
Cuba,2024,Boxing,1,0,1
Cuba,2024,Rowing,0,0,0
Cuba,2024,Modern Pentathlon,0,0,0
Cuba,2024,Cycling,0,0,0
Cuba,2024,Beach Volleyball,0,0,0
Cupidon III,1928,Sailing,0,0,0
Cupidon Viking,1928,Sailing,0,0,0
Cuxhaven,1936,Sailing,0,0,0
Cyprus,1980,Sailing,0,0,0
Cyprus,1984,Athletics,0,0,0
Cyprus,1984,Cycling,0,0,0
Cyprus,1988,Athletics,0,0,0
Cyprus,1988,Sailing,0,0,0
Cyprus,1992,Athletics,0,0,0
Cyprus,1992,Sailing,0,0,0
Cyprus,1996,Athletics,0,0,0
Cyprus,1996,Sailing,0,0,0
Cyprus,2000,Athletics,0,0,0
Cyprus,2000,Sailing,0,0,0
Cyprus,2004,Athletics,0,0,0
Cyprus,2004,Sailing,0,0,0
Cyprus,2004,Cycling,0,0,0
Cyprus,2004,Tennis,0,0,0
Cyprus,2008,Athletics,0,0,0
Cyprus,2008,Sailing,0,0,0
Cyprus,2012,Athletics,0,0,0
Cyprus,2012,Sailing,0,1,0
Cyprus,2012,Cycling,0,0,0
Cyprus,2012,Tennis,0,0,0
Cyprus,2016,Athletics,0,0,0
Cyprus,2016,Sailing,0,0,0
Cyprus,2016,Cycling,0,0,0
Cyprus,2020,Athletics,0,0,0
Cyprus,2020,Sailing,0,0,0
Cyprus,2020,Cycling,0,0,0
Cyprus,2024,Athletics,0,0,0
Cyprus,2024,Sailing,0,1,0
Cyprus,2024,Cycling,0,0,0
Czech Republic,1920,Athletics,0,0,0
Czech Republic,1920,Rowing,0,0,0
Czech Republic,1920,Cycling,0,0,0
Czech Republic,1920,Tennis,0,0,1
Czech Republic,1924,Athletics,0,0,0
Czech Republic,1924,Sailing,0,0,0
Czech Republic,1924,Modern Pentathlon,0,0,0
Czech Republic,1924,Cycling,0,0,0
Czech Republic,1924,Tennis,0,0,0
Czech Republic,1928,Athletics,0,0,0
Czech Republic,1928,Boxing,0,1,0
Czech Republic,1928,Sailing,0,0,0
Czech Republic,1928,Rowing,0,0,0
Czech Republic,1928,Modern Pentathlon,0,0,0
Czech Republic,1928,Cycling,0,0,0
Czech Republic,1932,Athletics,0,0,1
Czech Republic,1936,Athletics,0,0,0
Czech Republic,1936,Boxing,0,0,0
Czech Republic,1936,Sailing,0,0,0
Czech Republic,1936,Rowing,0,0,0
Czech Republic,1936,Cycling,0,0,0
Czech Republic,1948,Athletics,1,1,0
Czech Republic,1948,Boxing,1,0,0
Czech Republic,1948,Rowing,0,0,0
Czech Republic,1948,Modern Pentathlon,0,0,0
Czech Republic,1952,Athletics,4,1,0
Czech Republic,1952,Boxing,1,0,0
Czech Republic,1952,Rowing,1,0,0
Czech Republic,1952,Cycling,0,0,0
Czech Republic,1956,Athletics,1,0,1
Czech Republic,1956,Boxing,0,0,0
Czech Republic,1956,Rowing,0,0,0
Czech Republic,1956,Modern Pentathlon,0,0,0
Czech Republic,1956,Cycling,0,2,0
Czech Republic,1960,Athletics,0,1,0
Czech Republic,1960,Boxing,1,0,1
Czech Republic,1960,Rowing,1,0,1
Czech Republic,1960,Cycling,0,0,0
Czech Republic,1964,Athletics,0,2,0
Czech Republic,1964,Boxing,0,0,0
Czech Republic,1964,Sailing,0,0,0
Czech Republic,1964,Rowing,0,0,2
Czech Republic,1964,Cycling,1,0,0
Czech Republic,1964,Volleyball,0,1,0
Czech Republic,1968,Athletics,1,0,1
Czech Republic,1968,Boxing,0,0,0
Czech Republic,1968,Rowing,0,0,0
Czech Republic,1968,Modern Pentathlon,0,0,0
Czech Republic,1968,Cycling,0,0,0
Czech Republic,1968,Volleyball,0,0,1
Czech Republic,1972,Athletics,1,0,1
Czech Republic,1972,Boxing,0,0,0
Czech Republic,1972,Sailing,0,0,0
Czech Republic,1972,Rowing,0,1,1
Czech Republic,1972,Cycling,0,0,0
Czech Republic,1972,Handball,0,1,0
Czech Republic,1972,Volleyball,0,0,0
Czech Republic,1976,Athletics,0,0,1
Czech Republic,1976,Rowing,0,0,2
Czech Republic,1976,Modern Pentathlon,0,1,1
Czech Republic,1976,Cycling,1,0,0
Czech Republic,1976,Handball,0,0,0
Czech Republic,1976,Volleyball,0,0,0
Czech Republic,1980,Athletics,0,2,0
Czech Republic,1980,Boxing,0,0,1
Czech Republic,1980,Sailing,0,0,0
Czech Republic,1980,Rowing,0,0,1
Czech Republic,1980,Modern Pentathlon,0,0,0
Czech Republic,1980,Cycling,0,0,2
Czech Republic,1980,Hockey,0,1,0
Czech Republic,1980,Handball,0,0,0
Czech Republic,1980,Volleyball,0,0,0
Czech Republic,1988,Athletics,1,1,0
Czech Republic,1988,Boxing,0,0,0
Czech Republic,1988,Rowing,0,0,0
Czech Republic,1988,Modern Pentathlon,0,0,0
Czech Republic,1988,Cycling,0,0,0
Czech Republic,1988,Handball,0,0,0
Czech Republic,1988,Tennis,1,1,1
Czech Republic,1992,Athletics,2,0,0
Czech Republic,1992,Boxing,0,0,0
Czech Republic,1992,Sailing,0,0,0
Czech Republic,1992,Rowing,0,1,0
Czech Republic,1992,Modern Pentathlon,0,0,0
Czech Republic,1992,Cycling,0,0,0
Czech Republic,1992,Handball,0,0,0
Czech Republic,1992,Tennis,0,0,0
Czech Republic,1996,Athletics,1,0,2
Czech Republic,1996,Boxing,0,0,0
Czech Republic,1996,Sailing,0,0,0
Czech Republic,1996,Rowing,0,0,0
Czech Republic,1996,Cycling,0,0,0
Czech Republic,1996,Tennis,0,1,1
Czech Republic,1996,Beach Volleyball,0,0,0
Czech Republic,2000,Athletics,1,1,0
Czech Republic,2000,Triathlon,0,0,1
Czech Republic,2000,Boxing,0,1,0
Czech Republic,2000,Sailing,0,0,0
Czech Republic,2000,Rowing,0,0,0
Czech Republic,2000,Cycling,0,0,0
Czech Republic,2000,Tennis,0,0,0
Czech Republic,2000,Beach Volleyball,0,0,0
Czech Republic,2004,Athletics,1,0,2
Czech Republic,2004,Triathlon,0,0,0
Czech Republic,2004,Sailing,0,1,0
Czech Republic,2004,Rowing,0,1,0
Czech Republic,2004,Modern Pentathlon,0,0,1
Czech Republic,2004,Cycling,0,0,0
Czech Republic,2004,Tennis,0,0,0
Czech Republic,2004,Beach Volleyball,0,0,0
Czech Republic,2008,Athletics,1,0,0
Czech Republic,2008,Triathlon,0,0,0
Czech Republic,2008,Sailing,0,0,0
Czech Republic,2008,Rowing,0,1,0
Czech Republic,2008,Modern Pentathlon,0,0,0
Czech Republic,2008,Cycling,0,0,0
Czech Republic,2008,Tennis,0,0,0
Czech Republic,2012,Athletics,1,0,1
Czech Republic,2012,Triathlon,0,0,0
Czech Republic,2012,Boxing,0,0,0
Czech Republic,2012,Sailing,0,0,0
Czech Republic,2012,Rowing,1,1,0
Czech Republic,2012,Modern Pentathlon,1,0,0
Czech Republic,2012,Cycling,1,0,0
Czech Republic,2012,Tennis,0,1,0
Czech Republic,2012,Beach Volleyball,0,0,0
Czech Republic,2016,Athletics,0,0,1
Czech Republic,2016,Triathlon,0,0,0
Czech Republic,2016,Sailing,0,0,0
Czech Republic,2016,Rowing,0,0,1
Czech Republic,2016,Modern Pentathlon,0,0,0
Czech Republic,2016,Cycling,0,1,0
Czech Republic,2016,Tennis,0,0,3
Czech Republic,2016,Beach Volleyball,0,0,0
Czech Republic,2020,Athletics,0,1,1
Czech Republic,2020,Triathlon,0,0,0
Czech Republic,2020,Sailing,0,0,0
Czech Republic,2020,Rowing,0,0,0
Czech Republic,2020,Modern Pentathlon,0,0,0
Czech Republic,2020,Cycling,0,0,0
Czech Republic,2020,Tennis,1,1,0
Czech Republic,2020,Beach Volleyball,0,0,0
Czechia,2024,Athletics,0,0,1
Czechia,2024,Triathlon,0,0,0
Czechia,2024,Sailing,0,0,0
Czechia,2024,Rowing,0,0,0
Czechia,2024,Modern Pentathlon,0,0,0
Czechia,2024,Cycling,0,0,0
Czechia,2024,Tennis,1,0,0
Czechia,2024,Beach Volleyball,0,0,0
Côte d'Ivoire,2024,Athletics,0,0,0
DPR Korea,2024,Athletics,0,0,0
DPR Korea,2024,Boxing,0,0,1
DR Congo,2024,Athletics,0,0,0
DR Congo,2024,Boxing,0,0,0
Daisy,1960,Sailing,0,0,0
Daisy,1964,Sailing,0,0,0
Damoiselle,1952,Sailing,0,0,0
Damoiselle IV,1960,Sailing,0,0,0
Danaldo,1960,Sailing,0,0,0
Danuta,1936,Sailing,0,0,0
Danzig,1936,Sailing,0,0,0
DeRuyter,1936,Sailing,0,0,0
DeRuyter,1952,Sailing,0,0,0
Demi,1900,Sailing,0,0,0
Democratic Republic of the Congo,2020,Athletics,0,0,0
Democratic Republic of the Congo,2020,Boxing,0,0,0
Denmark,1896,Athletics,0,0,0
Denmark,1900,Athletics,0,0,1
Denmark,1908,Athletics,0,0,0
Denmark,1908,Boxing,0,0,0
Denmark,1912,Athletics,0,0,0
Denmark,1912,Rowing,0,0,0
Denmark,1912,Modern Pentathlon,0,0,0
Denmark,1912,Cycling,0,0,0
Denmark,1912,Tennis,0,1,0
Denmark,1920,Athletics,0,1,0
Denmark,1920,Boxing,0,3,0
Denmark,1920,Rowing,0,0,0
Denmark,1920,Modern Pentathlon,0,0,0
Denmark,1920,Cycling,0,0,0
Denmark,1920,Hockey,0,1,0
Denmark,1920,Tennis,0,0,0
Denmark,1924,Athletics,0,0,0
Denmark,1924,Boxing,1,2,0
Denmark,1924,Sailing,0,0,0
Denmark,1924,Modern Pentathlon,0,0,0
Denmark,1924,Cycling,0,1,0
Denmark,1924,Tennis,0,0,0
Denmark,1928,Athletics,0,0,0
Denmark,1928,Boxing,0,0,1
Denmark,1928,Sailing,0,0,0
Denmark,1928,Rowing,0,0,0
Denmark,1928,Modern Pentathlon,0,0,0
Denmark,1928,Cycling,3,0,1
Denmark,1928,Hockey,0,0,0
Denmark,1932,Athletics,0,0,0
Denmark,1932,Boxing,0,0,1
Denmark,1932,Cycling,0,1,1
Denmark,1936,Athletics,0,0,0
Denmark,1936,Boxing,0,0,1
Denmark,1936,Rowing,0,1,0
Denmark,1936,Cycling,0,0,0
Denmark,1936,Hockey,0,0,0
Denmark,1948,Athletics,0,0,1
Denmark,1948,Boxing,0,0,1
Denmark,1948,Sailing,1,0,0
Denmark,1948,Rowing,1,2,1
Denmark,1948,Cycling,0,0,1
Denmark,1948,Hockey,0,0,0
Denmark,1952,Athletics,0,0,0
Denmark,1952,Boxing,0,0,1
Denmark,1952,Sailing,1,0,0
Denmark,1952,Rowing,0,0,1
Denmark,1952,Cycling,0,0,0
Denmark,1956,Athletics,0,0,0
Denmark,1956,Boxing,0,0,0
Denmark,1956,Sailing,1,0,0
Denmark,1956,Rowing,0,0,0
Denmark,1956,Cycling,0,0,0
Denmark,1960,Athletics,0,0,0
Denmark,1960,Boxing,0,0,0
Denmark,1960,Sailing,1,0,0
Denmark,1960,Rowing,0,0,0
Denmark,1960,Modern Pentathlon,0,0,0
Denmark,1960,Cycling,0,0,0
Denmark,1960,Hockey,0,0,0
Denmark,1964,Athletics,0,0,0
Denmark,1964,Boxing,0,0,0
Denmark,1964,Sailing,0,0,1
Denmark,1964,Rowing,1,0,0
Denmark,1964,Cycling,0,1,1
Denmark,1968,Athletics,0,0,0
Denmark,1968,Boxing,0,0,0
Denmark,1968,Sailing,0,1,0
Denmark,1968,Rowing,0,0,2
Denmark,1968,Modern Pentathlon,0,0,0
Denmark,1968,Cycling,1,3,0
Denmark,1972,Athletics,0,0,0
Denmark,1972,Boxing,0,0,0
Denmark,1972,Sailing,0,0,0
Denmark,1972,Rowing,0,0,0
Denmark,1972,Modern Pentathlon,0,0,0
Denmark,1972,Cycling,1,0,0
Denmark,1972,Handball,0,0,0
Denmark,1976,Athletics,0,0,0
Denmark,1976,Boxing,0,0,0
Denmark,1976,Sailing,1,0,0
Denmark,1976,Rowing,0,0,0
Denmark,1976,Modern Pentathlon,0,0,0
Denmark,1976,Cycling,0,0,2
Denmark,1976,Handball,0,0,0
Denmark,1980,Athletics,0,0,0
Denmark,1980,Boxing,0,0,0
Denmark,1980,Sailing,1,1,0
Denmark,1980,Rowing,0,0,0
Denmark,1980,Cycling,0,0,1
Denmark,1980,Handball,0,0,0
Denmark,1984,Athletics,0,0,0
Denmark,1984,Sailing,0,0,0
Denmark,1984,Rowing,0,0,2
Denmark,1984,Cycling,0,0,0
Denmark,1984,Handball,0,0,0
Denmark,1988,Athletics,0,0,0
Denmark,1988,Boxing,0,0,0
Denmark,1988,Sailing,1,0,1
Denmark,1988,Rowing,0,0,0
Denmark,1988,Modern Pentathlon,0,0,0
Denmark,1988,Cycling,1,0,0
Denmark,1988,Tennis,0,0,0
Denmark,1992,Athletics,0,0,0
Denmark,1992,Boxing,0,0,1
Denmark,1992,Sailing,1,0,1
Denmark,1992,Rowing,0,0,0
Denmark,1992,Cycling,0,0,1
Denmark,1992,Tennis,0,0,0
Denmark,1996,Athletics,0,0,0
Denmark,1996,Boxing,0,0,0
Denmark,1996,Sailing,1,0,0
Denmark,1996,Rowing,1,0,1
Denmark,1996,Cycling,0,1,0
Denmark,1996,Handball,1,0,0
Denmark,1996,Tennis,0,0,0
Denmark,2000,Athletics,0,1,0
Denmark,2000,Triathlon,0,0,0
Denmark,2000,Sailing,1,0,0
Denmark,2000,Rowing,0,0,1
Denmark,2000,Modern Pentathlon,0,0,0
Denmark,2000,Cycling,0,0,0
Denmark,2000,Handball,1,0,0
Denmark,2000,Tennis,0,0,0
Denmark,2004,Athletics,0,1,1
Denmark,2004,Triathlon,0,0,0
Denmark,2004,Sailing,0,0,2
Denmark,2004,Rowing,1,0,0
Denmark,2004,Cycling,0,0,0
Denmark,2004,Handball,1,0,0
Denmark,2008,Athletics,0,0,0
Denmark,2008,Triathlon,0,0,0
Denmark,2008,Sailing,1,0,0
Denmark,2008,Rowing,1,0,1
Denmark,2008,Cycling,0,1,0
Denmark,2008,Handball,0,0,0
Denmark,2008,Tennis,0,0,0
Denmark,2012,Athletics,0,0,0
Denmark,2012,Triathlon,0,0,0
Denmark,2012,Boxing,0,0,0
Denmark,2012,Sailing,0,1,1
Denmark,2012,Rowing,1,1,1
Denmark,2012,Cycling,1,0,0
Denmark,2012,Handball,0,0,0
Denmark,2012,Tennis,0,0,0
Denmark,2016,Athletics,0,1,0
Denmark,2016,Triathlon,0,0,0
Denmark,2016,Sailing,0,0,2
Denmark,2016,Rowing,0,1,1
Denmark,2016,Cycling,0,1,2
Denmark,2016,Handball,1,0,0
Denmark,2016,Tennis,0,0,0
Denmark,2020,Athletics,0,0,0
Denmark,2020,Sailing,1,0,0
Denmark,2020,Rowing,0,0,1
Denmark,2020,Cycling,1,2,0
Denmark,2020,Handball,0,1,0
Denmark,2024,Athletics,0,0,0
Denmark,2024,Triathlon,0,0,0
Denmark,2024,Boxing,0,0,0
Denmark,2024,Sailing,0,1,0
Denmark,2024,Rowing,0,0,0
Denmark,2024,Cycling,0,0,1
Denmark,2024,Handball,1,0,1
Denmark,2024,Tennis,0,0,0
Diablo,1964,Sailing,0,0,0
Dick,1900,Sailing,0,0,0
Dinah V,1960,Sailing,0,0,0
Djibouti,1984,Athletics,0,0,0
Djibouti,1988,Athletics,0,0,1
Djibouti,1988,Sailing,0,0,0
Djibouti,1992,Athletics,0,0,0
Djibouti,1992,Sailing,0,0,0
Djibouti,1996,Athletics,0,0,0
Djibouti,1996,Sailing,0,0,0
Djibouti,2000,Athletics,0,0,0
Djibouti,2008,Athletics,0,0,0
Djibouti,2012,Athletics,0,0,0
Djibouti,2016,Athletics,0,0,0
Djibouti,2020,Athletics,0,0,0
Djibouti,2024,Athletics,0,0,0
Djinn,1948,Sailing,0,1,0
Djinn,1952,Sailing,0,0,0
Dolfijn,1948,Sailing,0,0,0
Dominica,1996,Athletics,0,0,0
Dominica,2000,Athletics,0,0,0
Dominica,2004,Athletics,0,0,0
Dominica,2008,Athletics,0,0,0
Dominica,2012,Athletics,0,0,0
Dominica,2016,Athletics,0,0,0
Dominica,2020,Athletics,0,0,0
Dominica,2024,Athletics,1,0,0
Dominican Republic,1964,Athletics,0,0,0
Dominican Republic,1968,Athletics,0,0,0
Dominican Republic,1968,Boxing,0,0,0
Dominican Republic,1976,Athletics,0,0,0
Dominican Republic,1976,Boxing,0,0,0
Dominican Republic,1980,Athletics,0,0,0
Dominican Republic,1980,Boxing,0,0,0
Dominican Republic,1984,Athletics,0,0,0
Dominican Republic,1984,Boxing,0,0,1
Dominican Republic,1984,Sailing,0,0,0
Dominican Republic,1988,Athletics,0,0,0
Dominican Republic,1988,Boxing,0,0,0
Dominican Republic,1992,Boxing,0,0,0
Dominican Republic,1996,Athletics,0,0,0
Dominican Republic,1996,Boxing,0,0,0
Dominican Republic,1996,Tennis,0,0,0
Dominican Republic,2000,Athletics,0,0,0
Dominican Republic,2000,Boxing,0,0,0
Dominican Republic,2004,Athletics,1,0,0
Dominican Republic,2004,Boxing,0,0,0
Dominican Republic,2004,Volleyball,0,0,0
Dominican Republic,2008,Athletics,0,0,0
Dominican Republic,2008,Boxing,1,0,0
Dominican Republic,2008,Sailing,0,0,0
Dominican Republic,2012,Athletics,1,1,0
Dominican Republic,2012,Boxing,0,0,0
Dominican Republic,2012,Volleyball,0,0,0
Dominican Republic,2016,Athletics,0,0,0
Dominican Republic,2016,Boxing,0,0,0
Dominican Republic,2016,Cycling,0,0,0
Dominican Republic,2016,Tennis,0,0,0
Dominican Republic,2020,Athletics,0,2,0
Dominican Republic,2020,Boxing,0,0,0
Dominican Republic,2020,Rowing,0,0,0
Dominican Republic,2020,Volleyball,0,0,0
Dominican Republic,2024,Athletics,1,0,0
Dominican Republic,2024,Boxing,0,0,2
Dominican Republic,2024,Volleyball,0,0,0
Donar III,1948,Sailing,0,0,0
Dormy,1908,Sailing,1,0,0
Dresden,1936,Sailing,0,0,0
Druzhba,1956,Sailing,0,0,0
Druzhba,1964,Sailing,0,0,0
Ducky,1900,Sailing,0,0,0
EA II,1936,Sailing,0,0,0
EOR,2024,Athletics,0,0,0
EOR,2024,Boxing,0,0,1
EOR,2024,Cycling,0,0,0
East Timor,2020,Athletics,0,0,0
Ecuador,1924,Athletics,0,0,0
Ecuador,1968,Athletics,0,0,0
Ecuador,1968,Boxing,0,0,0
Ecuador,1968,Cycling,0,0,0
Ecuador,1972,Boxing,0,0,0
Ecuador,1980,Athletics,0,0,0
Ecuador,1980,Boxing,0,0,0
Ecuador,1980,Cycling,0,0,0
Ecuador,1984,Athletics,0,0,0
Ecuador,1988,Athletics,0,0,0
Ecuador,1988,Boxing,0,0,0
Ecuador,1988,Cycling,0,0,0
Ecuador,1992,Athletics,0,0,0
Ecuador,1992,Cycling,0,0,0
Ecuador,1996,Athletics,1,0,0
Ecuador,1996,Boxing,0,0,0
Ecuador,1996,Sailing,0,0,0
Ecuador,1996,Cycling,0,0,0
Ecuador,1996,Tennis,0,0,0
Ecuador,2000,Athletics,0,0,0
Ecuador,2004,Athletics,0,0,0
Ecuador,2004,Boxing,0,0,0
Ecuador,2004,Tennis,0,0,0
Ecuador,2008,Athletics,0,1,0
Ecuador,2008,Boxing,0,0,0
Ecuador,2008,Cycling,0,0,0
Ecuador,2008,Tennis,0,0,0
Ecuador,2012,Athletics,0,0,0
Ecuador,2012,Triathlon,0,0,0
Ecuador,2012,Boxing,0,0,0
