Sport,Year,Team,gold_medals,silver_medals,bronze_medals,total_medals,participants,sport_total_medals,sport_total_participants,isHost
Triathlon,2012,Canada,0,0,0,0,5,6,110,0
Triathlon,2012,Denmark,0,0,0,0,2,6,110,0
Triathlon,2012,Austria,0,0,0,0,2,6,110,0
Triathlon,2012,Mexico,0,0,0,0,2,6,110,0
Triathlon,2012,South Korea,0,0,0,0,1,6,110,0
Triathlon,2012,Hungary,0,0,0,0,1,6,110,0
Triathlon,2012,Ireland,0,0,0,0,2,6,110,0
Triathlon,2012,South Africa,0,0,0,0,3,6,110,0
Triathlon,2012,Sweden,0,1,0,1,1,6,110,0
Triathlon,2012,Portugal,0,0,0,0,2,6,110,0
Triathlon,2012,Colombia,0,0,0,0,1,6,110,0
Triathlon,2012,Switzerland,1,0,0,1,4,6,110,0
Triathlon,2012,Chile,0,0,0,0,2,6,110,0
Triathlon,2012,Ukraine,0,0,0,0,2,6,110,0
Triathlon,2012,Slovenia,0,0,0,0,1,6,110,0
Triathlon,2012,Mauritius,0,0,0,0,1,6,110,0
Triathlon,2012,Argentina,0,0,0,0,1,6,110,0
Triathlon,2012,Slovakia,0,0,0,0,1,6,110,0
Triathlon,2016,Russia,0,0,0,0,6,6,110,0
Triathlon,2016,Spain,0,0,0,0,6,6,110,0
Triathlon,2016,Switzerland,0,1,0,1,4,6,110,0
Triathlon,2016,Portugal,0,0,0,0,3,6,110,0
Triathlon,2016,China,0,0,0,0,2,6,110,0
Triathlon,2016,Australia,0,0,0,0,6,6,110,0
Triathlon,2016,France,0,0,0,0,5,6,110,0
Triathlon,2016,Great Britain,1,1,1,3,6,6,110,0
Triathlon,2016,United States,1,0,0,1,6,6,110,0
Triathlon,2016,Norway,0,0,0,0,1,6,110,0
Triathlon,2016,Italy,0,0,0,0,4,6,110,0
Triathlon,2016,Canada,0,0,0,0,5,6,110,0
Triathlon,2016,Ecuador,0,0,0,0,1,6,110,0
Triathlon,2016,Costa Rica,0,0,0,0,1,6,110,0
Triathlon,2016,Israel,0,0,0,0,1,6,110,0
Triathlon,2016,New Zealand,0,0,0,0,4,6,110,0
Triathlon,2016,Bermuda,0,0,0,0,1,6,110,0
Triathlon,2016,Hungary,0,0,0,0,4,6,110,0
Triathlon,2016,Jordan,0,0,0,0,1,6,110,0
Triathlon,2016,Czech Republic,0,0,0,0,1,6,110,0
Triathlon,2016,Belgium,0,0,0,0,4,6,110,0
Triathlon,2016,Mexico,0,0,0,0,5,6,110,0
Triathlon,2016,Germany,0,0,0,0,2,6,110,0
Triathlon,2016,Austria,0,0,0,0,3,6,110,0
Triathlon,2016,Puerto Rico,0,0,0,0,1,6,110,0
Triathlon,2016,Ukraine,0,0,0,0,2,6,110,0
Triathlon,2016,Poland,0,0,0,0,1,6,110,0
Triathlon,2016,Japan,0,0,0,0,4,6,110,0
Triathlon,2016,Ireland,0,0,0,0,2,6,110,0
Triathlon,2016,Estonia,0,0,0,0,1,6,110,0
Triathlon,2016,Netherlands,0,0,0,0,1,6,110,0
Triathlon,2016,South Africa,0,0,1,1,4,6,110,0
Triathlon,2016,Sweden,0,0,0,0,1,6,110,0
Triathlon,2016,Brazil,0,0,0,0,2,6,110,1
Triathlon,2016,Azerbaijan,0,0,0,0,1,6,110,0
Triathlon,2016,Chile,0,0,0,0,1,6,110,0
Triathlon,2016,Denmark,0,0,0,0,1,6,110,0
Triathlon,2016,Slovenia,0,0,0,0,1,6,110,0
Triathlon,2016,Mauritius,0,0,0,0,1,6,110,0
Triathlon,2016,Argentina,0,0,0,0,2,6,110,0
Triathlon,2016,Slovakia,0,0,0,0,1,6,110,0
Triathlon,2016,Barbados,0,0,0,0,1,6,110,0
Swimming,1896,Greece,1,3,2,6,9,12,18,0
Swimming,1896,Hungary,2,0,0,2,1,12,18,0
Swimming,1896,Austria,1,1,0,2,2,12,18,0
Swimming,1896,United States,0,0,0,0,1,12,18,0
Swimming,1900,France,1,1,1,3,44,21,131,1
Swimming,1900,Austria,0,3,1,4,4,21,131,0
Swimming,1900,Germany,1,0,0,1,4,21,131,0
Swimming,1900,Tritons Lillois,0,1,0,1,5,21,131,0
Swimming,1900,Netherlands,0,0,1,1,4,21,131,0
Swimming,1900,Great Britain,2,0,1,3,7,21,131,0
Swimming,1900,Italy,0,0,0,0,2,21,131,0
Swimming,1900,Libellule de Paris,0,0,0,0,5,21,131,0
Swimming,1900,Sweden,0,0,0,0,1,21,131,0
Swimming,1900,Deutscher Schwimm Verband Berlin,1,0,0,1,4,21,131,0
Swimming,1900,United States,0,0,0,0,1,21,131,0
Swimming,1900,Belgium,0,0,0,0,1,21,131,0
Swimming,1900,Australia,2,0,0,2,1,21,131,0
Swimming,1900,Pupilles de Neptune de Lille,0,0,1,1,4,21,131,0
Swimming,1900,Denmark,0,0,1,1,1,21,131,0
Swimming,1900,Hungary,0,2,1,3,1,21,131,0
Swimming,1904,United States,3,3,4,10,15,30,64,1
Swimming,1904,New York Athletic Club #2,0,0,0,0,4,30,64,0
Swimming,1904,Germany,4,2,2,8,4,30,64,0
Swimming,1904,New York Athletic Club #1,1,0,0,1,4,30,64,0
Swimming,1904,Missouri Athletic Club,0,0,1,1,4,30,64,0
Swimming,1904,Australia,0,3,1,4,1,30,64,0
Swimming,1904,Chicago Athletic Association,0,1,0,1,4,30,64,0
Swimming,1904,Hungary,2,1,1,4,2,30,64,0
Swimming,1904,Austria,0,0,1,1,1,30,64,0
Swimming,1906,Italy,0,0,0,0,1,12,78,0
Swimming,1906,Sweden,0,0,0,0,6,12,78,0
Swimming,1906,Germany,0,1,0,1,5,12,78,0
Swimming,1906,Austria,1,0,1,2,4,12,78,0
Swimming,1906,United States,1,0,0,1,4,12,78,0
Swimming,1906,France,0,0,0,0,2,12,78,0
Swimming,1906,Hungary,1,1,0,2,6,12,78,0
Swimming,1906,Great Britain,1,2,2,5,6,12,78,0
Swimming,1906,Denmark,0,0,0,0,2,12,78,0
Swimming,1906,Australia,0,0,1,1,1,12,78,0
Swimming,1906,Greece,0,0,0,0,6,12,78,0
Swimming,1908,Sweden,0,0,2,2,12,18,150,0
Swimming,1908,France,0,0,0,0,4,18,150,0
Swimming,1908,Germany,1,0,0,1,5,18,150,0
Swimming,1908,Italy,0,0,0,0,4,18,150,0
Swimming,1908,Australasia,0,1,1,2,5,18,150,0
Swimming,1908,Hungary,0,2,0,2,10,18,150,0
Swimming,1908,Great Britain,4,2,1,7,28,18,150,0
Swimming,1908,Netherlands,0,0,0,0,7,18,150,0
Swimming,1908,Belgium,0,0,0,0,7,18,150,0
Swimming,1908,Finland,0,0,0,0,3,18,150,0
Swimming,1908,Denmark,0,1,0,1,5,18,150,0
Swimming,1908,United States,1,0,1,2,8,18,150,0
Swimming,1908,Austria,0,0,1,1,1,18,150,0
Swimming,1908,Canada,0,0,0,0,1,18,150,0
Weightlifting,1896,Great Britain,1,1,0,2,1,6,10,0
Weightlifting,1896,Denmark,1,1,0,2,1,6,10,0
Weightlifting,1896,Greece,0,0,2,2,3,6,10,0
Weightlifting,1896,Germany,0,0,0,0,1,6,10,0
Weightlifting,1896,Hungary,0,0,0,0,1,6,10,0
Weightlifting,1904,Greece,1,0,0,1,1,6,7,0
Weightlifting,1904,Germany,0,0,2,2,1,6,7,0
Weightlifting,1904,United States,1,2,0,3,3,6,7,1
Weightlifting,1906,Greece,1,0,0,1,6,6,22,0
Weightlifting,1906,Italy,0,1,0,1,1,6,22,0
Weightlifting,1906,Belgium,0,0,0,0,1,6,22,0
Weightlifting,1906,France,0,0,1,1,1,6,22,0
Weightlifting,1906,Germany,0,0,2,2,2,6,22,0
Weightlifting,1906,Austria,1,1,0,2,1,6,22,0
Weightlifting,1906,Sweden,0,0,0,0,1,6,22,0
Weightlifting,1920,Luxembourg,0,1,0,1,3,15,53,0
Weightlifting,1920,France,2,0,1,3,10,15,53,0
Weightlifting,1920,Netherlands,0,0,0,0,5,15,53,0
Weightlifting,1920,Italy,1,1,0,2,5,15,53,0
Weightlifting,1920,Sweden,0,0,2,2,5,15,53,0
Weightlifting,1920,Belgium,1,1,1,3,7,15,53,1
Weightlifting,1920,Czech Republic,0,0,0,0,2,15,53,0
Weightlifting,1920,Finland,0,0,0,0,1,15,53,0
Weightlifting,1920,Denmark,0,0,0,0,5,15,53,0
Weightlifting,1920,Switzerland,0,1,1,2,2,15,53,0
Weightlifting,1920,Estonia,1,1,0,2,3,15,53,0
Weightlifting,1920,Greece,0,0,0,0,1,15,53,0
Weightlifting,1920,Great Britain,0,0,0,0,2,15,53,0
Weightlifting,1920,Egypt,0,0,0,0,1,15,53,0
Weightlifting,1924,Switzerland,0,1,1,2,9,15,107,0
Weightlifting,1924,Austria,0,3,1,4,15,15,107,0
Weightlifting,1924,Luxembourg,0,0,0,0,4,15,107,0
Weightlifting,1924,Great Britain,0,0,0,0,10,15,107,0
Weightlifting,1924,Argentina,0,0,0,0,3,15,107,0
Weightlifting,1924,Belgium,0,0,0,0,8,15,107,0
Weightlifting,1924,Italy,3,0,0,3,15,15,107,0
Weightlifting,1924,Sweden,0,0,0,0,5,15,107,0
Weightlifting,1924,France,2,0,0,2,14,15,107,1
Weightlifting,1924,Czech Republic,0,0,1,1,6,15,107,0
Weightlifting,1924,Turkey,0,0,0,0,1,15,107,0
Weightlifting,1924,Estonia,0,1,2,3,8,15,107,0
Weightlifting,1924,Latvia,0,0,0,0,4,15,107,0
Weightlifting,1924,Netherlands,0,0,0,0,3,15,107,0
Weightlifting,1924,Portugal,0,0,0,0,1,15,107,0
Weightlifting,1924,Egypt,0,0,0,0,1,15,107,0
Canoeing,1936,Canada,1,1,1,3,8,27,143,0
Canoeing,1936,Switzerland,0,0,0,0,9,27,143,0
Canoeing,1936,Poland,0,0,0,0,2,27,143,0
Canoeing,1936,Sweden,1,0,1,2,9,27,143,0
Canoeing,1936,Germany,2,3,2,7,14,27,143,1
Canoeing,1936,Belgium,0,0,0,0,9,27,143,0
Canoeing,1936,Great Britain,0,0,0,0,3,27,143,0
Canoeing,1936,Czech Republic,2,1,0,3,13,27,143,0
Canoeing,1936,Hungary,0,0,0,0,5,27,143,0
Canoeing,1936,Austria,3,3,1,7,9,27,143,0
Canoeing,1936,France,0,1,0,1,3,27,143,0
Canoeing,1936,United States,0,0,1,1,10,27,143,0
Canoeing,1936,Serbia,0,0,0,0,4,27,143,0
Canoeing,1936,Norway,0,0,0,0,1,27,143,0
Canoeing,1936,Finland,0,0,0,0,3,27,143,0
Canoeing,1936,Netherlands,0,0,3,3,9,27,143,0
Canoeing,1936,Denmark,0,0,0,0,4,27,143,0
Canoeing,1936,Italy,0,0,0,0,1,27,143,0
Canoeing,1936,Luxembourg,0,0,0,0,3,27,143,0
Canoeing,1948,Finland,0,1,2,3,5,27,139,0
Canoeing,1948,Sweden,4,0,0,4,9,27,139,0
Canoeing,1948,Denmark,1,2,0,3,7,27,139,0
Canoeing,1948,Hungary,0,0,0,0,5,27,139,0
Canoeing,1948,France,0,0,4,4,10,27,139,0
Canoeing,1948,Canada,0,1,1,2,7,27,139,0
Canoeing,1948,Netherlands,0,1,0,1,7,27,139,0
Canoeing,1948,Belgium,0,0,0,0,9,27,139,0
Canoeing,1948,Switzerland,0,0,0,0,6,27,139,0
Canoeing,1948,Czech Republic,3,1,0,4,13,27,139,0
Canoeing,1948,United States,1,2,0,3,8,27,139,0
Canoeing,1948,Great Britain,0,0,0,0,7,27,139,0
Canoeing,1948,Austria,0,0,1,1,7,27,139,0
Canoeing,1948,Luxembourg,0,0,0,0,3,27,139,0
Canoeing,1948,Norway,0,1,1,2,4,27,139,0
Canoeing,1948,Poland,0,0,0,0,3,27,139,0
Canoeing,1952,Italy,0,0,0,0,6,27,184,0
Canoeing,1952,Sweden,1,3,0,4,10,27,184,0
Canoeing,1952,Denmark,1,0,0,1,9,27,184,0
Canoeing,1952,Romania,0,0,0,0,1,27,184,0
Canoeing,1952,United States,1,0,0,1,9,27,184,0
Canoeing,1952,Great Britain,0,0,0,0,7,27,184,0
Canoeing,1952,Germany,0,0,3,3,10,27,184,0
Canoeing,1952,Switzerland,0,0,0,0,7,27,184,0
Canoeing,1952,Netherlands,0,0,0,0,5,27,184,0
Canoeing,1952,Hungary,0,2,1,3,12,27,184,0
Canoeing,1952,Canada,0,1,0,1,11,27,184,0
Canoeing,1952,France,1,0,1,2,13,27,184,0
Canoeing,1952,Czech Republic,1,1,1,3,13,27,184,0
Canoeing,1952,Soviet Union,0,0,1,1,13,27,184,0
Canoeing,1952,Belgium,0,0,0,0,4,27,184,0
Canoeing,1952,Finland,4,1,1,6,10,27,184,1
Canoeing,1952,Norway,0,0,0,0,4,27,184,0
Canoeing,1952,Luxembourg,0,0,0,0,4,27,184,0
Canoeing,1952,Saar,0,0,0,0,3,27,184,0
Canoeing,1952,Austria,0,1,1,2,7,27,184,0
Canoeing,1952,Serbia,0,0,0,0,1,27,184,0
Canoeing,1956,Romania,3,0,0,3,5,27,146,0
Canoeing,1956,Australia,0,0,1,1,8,27,146,1
Canoeing,1956,Great Britain,0,0,0,0,3,27,146,0
Canoeing,1956,Canada,0,0,0,0,9,27,146,0
Canoeing,1956,Soviet Union,2,3,2,7,9,27,146,0
Canoeing,1956,Germany,1,2,1,4,10,27,146,0
Canoeing,1956,United States,0,0,0,0,12,27,146,0
Canoeing,1956,Czech Republic,0,0,0,0,5,27,146,0
Canoeing,1956,Denmark,0,0,1,1,7,27,146,0
Canoeing,1956,France,0,1,0,1,6,27,146,0
Canoeing,1956,Finland,0,0,0,0,6,27,146,0
Canoeing,1956,Hungary,1,3,3,7,13,27,146,0
Canoeing,1956,Sweden,2,0,0,2,6,27,146,0
Canoeing,1956,Poland,0,0,0,0,4,27,146,0
Canoeing,1956,Austria,0,0,1,1,7,27,146,0
Canoeing,1956,Norway,0,0,0,0,1,27,146,0
Canoeing,1956,Belgium,0,0,0,0,2,27,146,0
Canoeing,1960,Finland,0,0,0,0,9,21,211,0
Canoeing,1960,France,0,0,0,0,9,21,211,0
Canoeing,1960,Romania,0,0,1,1,11,21,211,0
Canoeing,1960,Hungary,1,3,2,6,9,21,211,0
Canoeing,1960,United States,0,0,0,0,13,21,211,0
Canoeing,1960,Canada,0,0,0,0,6,21,211,0
Canoeing,1960,Italy,0,1,0,1,12,21,211,1
Canoeing,1960,Great Britain,0,0,0,0,7,21,211,0
Canoeing,1960,Serbia,0,0,0,0,3,21,211,0
Canoeing,1960,Austria,0,0,0,0,10,21,211,0
Canoeing,1960,Czech Republic,0,0,0,0,10,21,211,0
Canoeing,1960,Denmark,1,0,1,2,9,21,211,0
Canoeing,1960,Australia,0,0,0,0,7,21,211,0
Canoeing,1960,Luxembourg,0,0,0,0,3,21,211,0
Canoeing,1960,Belgium,0,0,0,0,4,21,211,0
Canoeing,1960,Sweden,1,0,1,2,6,21,211,0
Canoeing,1960,Norway,0,0,0,0,2,21,211,0
Canoeing,1960,Spain,0,0,0,0,2,21,211,0
Canoeing,1960,Netherlands,0,0,0,0,4,21,211,0
Canoeing,1960,Soviet Union,3,1,0,4,12,21,211,0
Canoeing,1960,Bulgaria,0,0,0,0,5,21,211,0
Canoeing,1960,Germany,1,2,0,3,10,21,211,0
Canoeing,1960,Switzerland,0,0,0,0,4,21,211,0
Canoeing,1960,Poland,0,0,2,2,6,21,211,0
Boxing,1904,United States,7,7,4,18,18,21,24,1
Boxing,1908,Great Britain,5,4,5,14,32,15,42,0
Boxing,1908,France,0,0,0,0,7,15,42,0
Boxing,1908,Australasia,0,1,0,1,1,15,42,0
Boxing,1908,Denmark,0,0,0,0,2,15,42,0
Boxing,1920,Great Britain,2,1,3,6,16,24,116,0
Boxing,1920,France,1,1,1,3,15,24,116,0
Boxing,1920,Denmark,0,3,0,3,12,24,116,0
Boxing,1920,Belgium,0,0,0,0,13,24,116,1
Boxing,1920,Italy,0,0,1,1,5,24,116,0
Boxing,1920,South Africa,1,0,0,1,7,24,116,0
Boxing,1920,United States,3,0,1,4,16,24,116,0
Boxing,1920,Norway,0,1,0,1,14,24,116,0
Boxing,1920,Canada,1,2,2,5,8,24,116,0
Boxing,1920,Netherlands,0,0,0,0,8,24,116,0
Boxing,1920,Switzerland,0,0,0,0,1,24,116,0
Boxing,1920,Argentina,0,0,0,0,1,24,116,0
Boxing,1924,Chile,0,0,0,0,4,24,181,0
Boxing,1924,Sweden,0,0,0,0,5,24,181,0
Boxing,1924,Netherlands,0,0,0,0,9,24,181,0
Boxing,1924,Great Britain,2,2,0,4,16,24,181,0
Boxing,1924,Austria,0,0,0,0,3,24,181,0
Boxing,1924,Spain,0,0,0,0,7,24,181,0
Boxing,1924,Belgium,1,0,1,2,10,24,181,0
Boxing,1924,South Africa,1,0,0,1,4,24,181,0
Boxing,1924,Canada,0,0,1,1,9,24,181,0
Boxing,1924,Italy,0,0,0,0,16,24,181,0
Boxing,1924,United States,2,2,2,6,16,24,181,0
Boxing,1924,France,0,0,1,1,16,24,181,1
Boxing,1924,Argentina,0,2,2,4,10,24,181,0
Boxing,1924,Norway,1,0,1,2,9,24,181,0
Boxing,1924,Uruguay,0,0,0,0,5,24,181,0
Boxing,1924,Ireland,0,0,0,0,7,24,181,0
Boxing,1924,Poland,0,0,0,0,5,24,181,0
Boxing,1924,Luxembourg,0,0,0,0,6,24,181,0
Boxing,1924,Switzerland,0,0,0,0,7,24,181,0
Boxing,1924,Greece,0,0,0,0,1,24,181,0
Boxing,1924,Latvia,0,0,0,0,1,24,181,0
Boxing,1924,Egypt,0,0,0,0,1,24,181,0
Boxing,1924,Australia,0,0,0,0,3,24,181,0
Boxing,1924,Denmark,1,2,0,3,8,24,181,0
Boxing,1924,Hungary,0,0,0,0,1,24,181,0
Boxing,1924,Estonia,0,0,0,0,1,24,181,0
Boxing,1924,New Zealand,0,0,0,0,1,24,181,0
Boxing,1928,Belgium,0,0,1,1,6,24,144,0
Boxing,1928,France,0,1,0,1,8,24,144,0
Boxing,1928,Germany,0,1,0,1,8,24,144,0
Boxing,1928,Argentina,2,2,0,4,8,24,144,0
Boxing,1928,Netherlands,1,0,1,2,6,24,144,1
Boxing,1928,Canada,0,0,1,1,7,24,144,0
Boxing,1928,Sweden,0,1,1,2,8,24,144,0
Boxing,1928,Zimbabwe,0,0,0,0,2,24,144,0
Boxing,1928,Norway,0,0,0,0,5,24,144,0
Boxing,1928,Spain,0,0,0,0,6,24,144,0
Boxing,1928,Italy,3,0,1,4,7,24,144,0
Boxing,1928,Ireland,0,0,0,0,8,24,144,0
Boxing,1928,New Zealand,1,0,0,1,2,24,144,0
Boxing,1928,United States,0,2,1,3,8,24,144,0
Boxing,1928,Chile,0,0,0,0,4,24,144,0
Boxing,1928,Great Britain,0,0,0,0,8,24,144,0
Boxing,1928,South Africa,0,0,1,1,6,24,144,0
Boxing,1928,Denmark,0,0,1,1,6,24,144,0
Boxing,1928,Greece,0,0,0,0,2,24,144,0
Boxing,1928,Austria,0,0,0,0,1,24,144,0
Boxing,1928,Mexico,0,0,0,0,4,24,144,0
Boxing,1928,Hungary,1,0,0,1,4,24,144,0
Boxing,1928,Poland,0,0,0,0,4,24,144,0
Boxing,1928,Finland,0,0,0,0,3,24,144,0
Boxing,1928,Czech Republic,0,1,0,1,3,24,144,0
Boxing,1928,Luxembourg,0,0,0,0,5,24,144,0
Boxing,1928,Lithuania,0,0,0,0,2,24,144,0
Boxing,1928,Japan,0,0,0,0,2,24,144,0
Boxing,1928,Estonia,0,0,0,0,1,24,144,0
Sailing,1900,Martha,0,1,1,2,8,24,280,0
Sailing,1900,Carabinier,1,0,0,1,2,24,280,0
Sailing,1900,Pettit,0,0,0,0,1,24,280,0
Sailing,1900,Crabe II,0,1,1,2,15,24,280,0
Sailing,1900,Nina Claire,0,0,1,1,8,24,280,0
Sailing,1900,Esterel,1,0,0,1,2,24,280,0
Sailing,1900,Olle,1,0,0,1,3,24,280,0
Sailing,1900,Aschenbrodel,1,1,0,2,5,24,280,0
Sailing,1900,Sarcelle,0,0,1,1,6,24,280,0
Sailing,1900,Brynhild,0,1,0,1,1,24,280,0
Sailing,1900,Quand,0,2,0,2,9,24,280,0
Sailing,1900,Tournade,0,0,0,0,1,24,280,0
Sailing,1900,Tornade,0,0,0,0,1,24,280,0
Sailing,1900,Rozenn,0,0,0,0,1,24,280,0
Sailing,1900,Scotia,2,0,0,2,3,24,280,0
Sailing,1900,Plume,0,0,0,0,2,24,280,0
Sailing,1900,Pierre et Jean,0,0,0,0,2,24,280,0
Sailing,1900,Sidi Fekkar,0,0,0,0,4,24,280,0
Sailing,1900,Sidi,0,0,0,0,4,24,280,0
Sailing,1900,Souvenance,0,0,0,0,1,24,280,0
Sailing,1900,Crabe I,0,0,0,0,3,24,280,0
Sailing,1900,Gwendoline,0,0,1,1,6,24,280,0
Sailing,1900,Lerina,1,1,0,2,3,24,280,0
Sailing,1900,Hb,0,0,0,0,2,24,280,0
Sailing,1900,Mignon,0,0,1,1,2,24,280,0
Sailing,1900,Favorite,0,1,0,1,8,24,280,0
Sailing,1900,Gitana,0,1,1,2,10,24,280,0
Sailing,1900,Galopin,0,0,0,0,4,24,280,0
Sailing,1900,Cinara,0,0,0,0,1,24,280,0
Sailing,1900,Baby,1,0,1,2,2,24,280,0
Sailing,1900,Femur,1,0,0,1,2,24,280,0
Sailing,1900,Colette,0,0,0,0,2,24,280,0
Sailing,1900,Mascotte,0,1,0,1,3,24,280,0
Sailing,1900,Bona Fide,1,0,0,1,3,24,280,0
Sailing,1900,Laurea,0,0,1,1,1,24,280,0
Sailing,1900,Dick,0,0,0,0,1,24,280,0
Sailing,1900,Amulet,0,0,0,0,4,24,280,0
Sailing,1900,Crocodile,0,0,0,0,2,24,280,0
Sailing,1900,Alcyon,0,0,0,0,2,24,280,0
Sailing,1900,Suzon IV,0,0,0,0,2,24,280,0
Sailing,1900,Mascaret,0,0,0,0,2,24,280,0
Sailing,1900,Frimousse,0,0,1,1,1,24,280,0
Sailing,1900,Gyp,0,0,0,0,2,24,280,0
Sailing,1900,Pirouette,0,0,0,0,2,24,280,0
Sailing,1900,Nan,0,0,0,0,1,24,280,0
Sailing,1900,Scamasaxe,0,1,1,2,6,24,280,0
Sailing,1900,Jeanette,0,0,0,0,1,24,280,0
Sailing,1900,Jeannette,0,0,0,0,1,24,280,0
Sailing,1900,Turquoise,0,0,1,1,2,24,280,0
Sailing,1900,Ducky,0,0,0,0,2,24,280,0
Sailing,1900,Souriceau,0,0,0,0,2,24,280,0
Sailing,1900,Marsouin,0,0,0,0,2,24,280,0
Sailing,1900,Demi,0,0,0,0,2,24,280,0
Sailing,1900,Cicely,1,0,0,1,1,24,280,0
Sailing,1900,Verveine,0,0,0,0,2,24,280,0
Sailing,1900,Ariette,0,0,0,0,2,24,280,0
Sailing,1900,Fantlet,1,0,0,1,2,24,280,0
Sailing,1900,Giselle,0,0,0,0,1,24,280,0
Sailing,1900,Mamie,0,0,0,0,4,24,280,0
Sailing,1900,C.V.A.,0,0,0,0,4,24,280,0
Sailing,1900,Singy,0,0,0,0,4,24,280,0
Sailing,1900,Formosa,0,0,1,1,1,24,280,0
Sailing,1900,Freia,0,0,0,0,2,24,280,0
Sailing,1908,Fram,0,0,0,0,5,12,64,0
Sailing,1908,Guyoni,0,0,1,1,3,12,64,0
Sailing,1908,Hera,1,0,0,1,10,12,64,0
Sailing,1908,Mouchette,0,1,0,1,9,12,64,0
Sailing,1908,Heroine,1,0,0,1,4,12,64,0
Sailing,1908,Cobweb,1,0,0,1,5,12,64,0
Sailing,1908,Saga,0,0,0,0,5,12,64,0
Sailing,1908,Dormy,1,0,0,1,3,12,64,0
Sailing,1908,Freja,0,0,0,0,3,12,64,0
Sailing,1908,Vinga,0,1,0,1,5,12,64,0
Sailing,1908,Sorais,0,0,1,1,5,12,64,0
Sailing,1908,Zut,0,1,0,1,3,12,64,0
Sailing,1908,Sibindi,0,0,0,0,3,12,64,0
Sailing,1912,Taifun,1,0,0,1,5,12,109,0
Sailing,1912,Bylina,0,0,0,0,5,12,109,0
Sailing,1912,Lucky Girl,0,0,1,1,5,12,109,0
Sailing,1912,Heatherbell,0,0,1,1,7,12,109,0
Sailing,1912,rn,0,0,0,0,5,12,109,0
Sailing,1912,Magda IX,1,0,0,1,10,12,109,0
Sailing,1912,Kerstin,0,0,1,1,3,12,109,0
Sailing,1912,Gallia II,0,0,1,1,7,12,109,0
Sailing,1912,Erna Signe,0,1,0,1,10,12,109,0
Sailing,1912,Nina,0,1,0,1,7,12,109,0
Sailing,1912,Marga,0,0,0,0,6,12,109,0
Sailing,1912,Sonja II,0,0,0,0,3,12,109,0
Sailing,1912,Kitty,1,0,0,1,8,12,109,0
Sailing,1912,Finn II,0,0,0,0,3,12,109,0
Sailing,1912,K.S.S.S. 1912,0,0,0,0,6,12,109,0
Sailing,1912,Sass,0,0,0,0,3,12,109,0
Sailing,1912,Sans Atout,0,1,0,1,5,12,109,0
Sailing,1912,Nurdug II,0,1,0,1,3,12,109,0
Sailing,1912,Norman,0,0,0,0,5,12,109,0
Sailing,1912,Mac Miche,1,0,0,1,3,12,109,0
Sailing,1920,Fornebo,0,1,0,1,4,30,101,0
Sailing,1920,Stella,0,0,1,1,3,30,101,0
Sailing,1920,Heira II,1,0,0,1,9,30,101,0
Sailing,1920,Elsie,0,1,0,1,4,30,101,0
Sailing,1920,Mosk II,1,0,0,1,7,30,101,0
Sailing,1920,Suzy,0,0,0,0,3,30,101,0
Sailing,1920,Kullan,1,0,0,1,3,30,101,0
Sailing,1920,Boreas,0,1,0,1,2,30,101,0
Sailing,1920,Atlanta,1,0,0,1,9,30,101,0
Sailing,1920,Jo,1,0,0,1,3,30,101,0
Sailing,1920,Edelweiss II,1,0,0,1,3,30,101,0
Sailing,1920,Oranje,1,0,0,1,3,30,101,0
Sailing,1920,Ancora,1,0,0,1,4,30,101,0
Sailing,1920,Antwerpia V,0,0,1,1,5,30,101,0
Sailing,1920,Marmi II,0,1,0,1,3,30,101,0
Sailing,1920,Brat,0,0,0,0,2,30,101,0
Sailing,1920,Eleda,1,0,0,1,7,30,101,0
Sailing,1920,Beatrijs III,1,0,0,1,3,30,101,0
Sailing,1920,Irene,1,0,0,1,5,30,101,0
Sailing,1920,Sif,1,0,0,1,4,30,101,0
Sailing,1920,Tan,0,1,0,1,3,30,101,0
Sailing,1920,Sildra,1,0,0,1,4,30,101,0
Sailing,1920,Rose Pompon,0,1,0,1,3,30,101,0
Sailing,1920,Lyn,0,1,0,1,5,30,101,0
Sailing,1924,Blue Red,0,0,0,0,5,9,69,0
Sailing,1924,Spain,0,0,0,0,1,9,69,0
Sailing,1924,Amolgavar,0,0,0,0,3,9,69,0
Sailing,1924,Monaco,0,0,0,0,1,9,69,0
Sailing,1924,Bera,1,0,0,1,5,9,69,0
Sailing,1924,Namoussa,0,0,1,1,5,9,69,0
Sailing,1924,Poland,0,0,0,0,1,9,69,0
Sailing,1924,Czech Republic,0,0,0,0,1,9,69,0
Sailing,1924,Portugal,0,0,0,0,1,9,69,0
Sailing,1924,Antwerpia V,0,0,0,0,5,9,69,0
Sailing,1924,Willem,0,0,1,1,3,9,69,0
Sailing,1924,Hatuey,0,0,0,0,3,9,69,0
Sailing,1924,Elisabeth V,1,0,0,1,3,9,69,0
Sailing,1924,Bonzo,0,1,0,1,3,9,69,0
Sailing,1924,Finland,0,0,1,1,1,9,69,0
Sailing,1924,South Africa,0,0,0,0,1,9,69,0
Sailing,1924,Great Britain,0,0,0,0,1,9,69,0
Sailing,1924,Emily,0,1,0,1,5,9,69,0
Sailing,1924,Sweden,0,0,0,0,1,9,69,0
Sailing,1924,Aloha II,0,0,0,0,3,9,69,0
Sailing,1924,Sandra,0,0,0,0,3,9,69,0
