Sport,Year,Team,gold_medals,silver_medals,bronze_medals,total_medals,participants,sport_total_medals,sport_total_participants,Host
Swimming,1968,Netherlands,1,0,0,1,17,87,1231," Mexico City, Mexico"
Swimming,1968,Serbia,1,1,0,2,6,87,1231," Mexico City, Mexico"
Swimming,1968,Puerto Rico,0,0,0,0,9,87,1231," Mexico City, Mexico"
Swimming,1968,Spain,0,0,0,0,13,87,1231," Mexico City, Mexico"
Swimming,1968,France,0,0,1,1,16,87,1231," Mexico City, Mexico"
Swimming,1968,Switzerland,0,0,0,0,4,87,1231," Mexico City, Mexico"
Swimming,1968,Bulgaria,0,0,0,0,3,87,1231," Mexico City, Mexico"
Swimming,1968,Chinese Taipei,0,0,0,0,4,87,1231," Mexico City, Mexico"
Swimming,1968,New Zealand,0,0,0,0,4,87,1231," Mexico City, Mexico"
Swimming,1968,Belgium,0,0,0,0,6,87,1231," Mexico City, Mexico"
Swimming,1968,Barbados,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1968,Trinidad and Tobago,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1968,Cuba,0,0,0,0,3,87,1231," Mexico City, Mexico"
Swimming,1968,Austria,0,0,0,0,3,87,1231," Mexico City, Mexico"
Swimming,1968,Japan,0,0,0,0,20,87,1231," Mexico City, Mexico"
Swimming,1968,Iceland,0,0,0,0,4,87,1231," Mexico City, Mexico"
Swimming,1968,Ecuador,0,0,0,0,3,87,1231," Mexico City, Mexico"
Swimming,1968,Finland,0,0,0,0,3,87,1231," Mexico City, Mexico"
Swimming,1968,Denmark,0,0,0,0,3,87,1231," Mexico City, Mexico"
Swimming,1968,Israel,0,0,0,0,6,87,1231," Mexico City, Mexico"
Swimming,1968,Poland,0,0,0,0,4,87,1231," Mexico City, Mexico"
Swimming,1968,Czech Republic,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1968,Hong Kong,0,0,0,0,3,87,1231," Mexico City, Mexico"
Swimming,1968,Norway,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1968,Lebanon,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1968,South Korea,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1968,Jamaica,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1968,South Vietnam,0,0,0,0,2,87,1231," Mexico City, Mexico"
Swimming,1968,Luxembourg,0,0,0,0,1,87,1231," Mexico City, Mexico"
Swimming,1964,Mexico,0,0,0,0,10,54,736," Tokyo, Japan"
Swimming,1964,Australia,4,1,4,9,32,54,736," Tokyo, Japan"
Swimming,1964,Hungary,0,0,0,0,19,54,736," Tokyo, Japan"
Swimming,1964,United States,13,8,8,29,48,54,736," Tokyo, Japan"
Swimming,1964,Great Britain,0,1,0,1,25,54,736," Tokyo, Japan"
Swimming,1964,Sweden,0,0,0,0,14,54,736," Tokyo, Japan"
Swimming,1964,Colombia,0,0,0,0,1,54,736," Tokyo, Japan"
Swimming,1964,Japan,0,0,1,1,38,54,736," Tokyo, Japan"
Swimming,1964,Soviet Union,1,1,2,4,21,54,736," Tokyo, Japan"
Swimming,1964,Spain,0,0,0,0,11,54,736," Tokyo, Japan"
Swimming,1964,Portugal,0,0,0,0,3,54,736," Tokyo, Japan"
Swimming,1964,Germany,0,4,2,6,38,54,736," Tokyo, Japan"
Swimming,1964,Italy,0,0,0,0,16,54,736," Tokyo, Japan"
Swimming,1964,Netherlands,0,2,1,3,26,54,736," Tokyo, Japan"
Swimming,1964,France,0,1,0,1,9,54,736," Tokyo, Japan"
Swimming,1964,Argentina,0,0,0,0,7,54,736," Tokyo, Japan"
Swimming,1964,Switzerland,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Peru,0,0,0,0,6,54,736," Tokyo, Japan"
Swimming,1964,Venezuela,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Malaysia,0,0,0,0,7,54,736," Tokyo, Japan"
Swimming,1964,Hong Kong,0,0,0,0,3,54,736," Tokyo, Japan"
Swimming,1964,Puerto Rico,0,0,0,0,4,54,736," Tokyo, Japan"
Swimming,1964,Thailand,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Brazil,0,0,0,0,4,54,736," Tokyo, Japan"
Swimming,1964,Austria,0,0,0,0,7,54,736," Tokyo, Japan"
Swimming,1964,Serbia,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Zambia,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Czech Republic,0,0,0,0,3,54,736," Tokyo, Japan"
Swimming,1964,New Zealand,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Canada,0,0,0,0,12,54,736," Tokyo, Japan"
Swimming,1964,Iceland,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Finland,0,0,0,0,6,54,736," Tokyo, Japan"
Swimming,1964,South Vietnam,0,0,0,0,3,54,736," Tokyo, Japan"
Swimming,1964,South Korea,0,0,0,0,4,54,736," Tokyo, Japan"
Swimming,1964,Philippines,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Denmark,0,0,0,0,3,54,736," Tokyo, Japan"
Swimming,1964,Israel,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Iran,0,0,0,0,1,54,736," Tokyo, Japan"
Swimming,1964,Zimbabwe,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Belgium,0,0,0,0,2,54,736," Tokyo, Japan"
Swimming,1964,Myanmar,0,0,0,0,1,54,736," Tokyo, Japan"
Swimming,1964,Luxembourg,0,0,0,0,1,54,736," Tokyo, Japan"
Swimming,1960,Sweden,0,1,0,1,15,45,630," Rome, Italy"
Swimming,1960,Spain,0,0,0,0,10,45,630," Rome, Italy"
Swimming,1960,Poland,0,0,0,0,5,45,630," Rome, Italy"
Swimming,1960,Denmark,0,0,0,0,4,45,630," Rome, Italy"
Swimming,1960,Australia,5,5,3,13,26,45,630," Rome, Italy"
Swimming,1960,Soviet Union,0,0,0,0,23,45,630," Rome, Italy"
Swimming,1960,Serbia,0,0,0,0,9,45,630," Rome, Italy"
Swimming,1960,France,0,0,0,0,19,45,630," Rome, Italy"
Swimming,1960,Italy,0,0,0,0,23,45,630," Rome, Italy"
Swimming,1960,Germany,0,1,3,4,26,45,630," Rome, Italy"
Swimming,1960,Canada,0,0,0,0,8,45,630," Rome, Italy"
Swimming,1960,Mexico,0,0,0,0,11,45,630," Rome, Italy"
Swimming,1960,Switzerland,0,0,0,0,9,45,630," Rome, Italy"
Swimming,1960,United States,9,3,3,15,31,45,630," Rome, Italy"
Swimming,1960,Great Britain,1,1,1,3,23,45,630," Rome, Italy"
Swimming,1960,Hungary,0,0,0,0,18,45,630," Rome, Italy"
Swimming,1960,Netherlands,0,1,2,3,19,45,630," Rome, Italy"
Swimming,1960,Austria,0,0,0,0,10,45,630," Rome, Italy"
Swimming,1960,South Africa,0,0,0,0,3,45,630," Rome, Italy"
Swimming,1960,Portugal,0,0,0,0,5,45,630," Rome, Italy"
Swimming,1960,Puerto Rico,0,0,0,0,1,45,630," Rome, Italy"
Swimming,1960,Hong Kong,0,0,0,0,1,45,630," Rome, Italy"
Swimming,1960,Philippines,0,0,0,0,8,45,630," Rome, Italy"
Swimming,1960,Zimbabwe,0,0,0,0,4,45,630," Rome, Italy"
Swimming,1960,Brazil,0,0,1,1,5,45,630," Rome, Italy"
Swimming,1960,Belgium,0,0,0,0,3,45,630," Rome, Italy"
Swimming,1960,Indonesia,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Argentina,0,0,0,0,3,45,630," Rome, Italy"
Swimming,1960,Malta,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Japan,0,3,2,5,21,45,630," Rome, Italy"
Swimming,1960,Turkey,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Malaya,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Iceland,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Finland,0,0,0,0,5,45,630," Rome, Italy"
Swimming,1960,Czech Republic,0,0,0,0,3,45,630," Rome, Italy"
Swimming,1960,Greece,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Chinese Taipei,0,0,0,0,1,45,630," Rome, Italy"
Swimming,1960,Israel,0,0,0,0,4,45,630," Rome, Italy"
Swimming,1960,Romania,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Luxembourg,0,0,0,0,4,45,630," Rome, Italy"
Swimming,1960,South Vietnam,0,0,0,0,2,45,630," Rome, Italy"
Swimming,1960,Cuba,0,0,0,0,1,45,630," Rome, Italy"
Swimming,1960,Venezuela,0,0,0,0,1,45,630," Rome, Italy"
Swimming,1960,Myanmar,0,0,0,0,1,45,630," Rome, Italy"
Swimming,1960,Sri Lanka,0,0,0,0,1,45,630," Rome, Italy"
Swimming,1956,South Africa,0,0,1,1,8,39,356," Melbourne, Australia"
Swimming,1956,Soviet Union,0,0,2,2,10,39,356," Melbourne, Australia"
Swimming,1956,Japan,1,4,0,5,19,39,356," Melbourne, Australia"
Swimming,1956,Philippines,0,0,0,0,8,39,356," Melbourne, Australia"
Swimming,1956,Mexico,0,0,0,0,4,39,356," Melbourne, Australia"
Swimming,1956,Hungary,0,1,1,2,16,39,356," Melbourne, Australia"
Swimming,1956,Czech Republic,0,0,0,0,2,39,356," Melbourne, Australia"
Swimming,1956,Australia,8,4,2,14,26,39,356," Melbourne, Australia"
Swimming,1956,India,0,0,0,0,2,39,356," Melbourne, Australia"
Swimming,1956,Canada,0,0,0,0,8,39,356," Melbourne, Australia"
Swimming,1956,Germany,1,0,1,2,18,39,356," Melbourne, Australia"
Swimming,1956,France,0,0,0,0,16,39,356," Melbourne, Australia"
Swimming,1956,Romania,0,0,0,0,2,39,356," Melbourne, Australia"
Swimming,1956,United States,2,4,5,11,28,39,356," Melbourne, Australia"
Swimming,1956,Great Britain,1,0,1,2,18,39,356," Melbourne, Australia"
Swimming,1956,Hong Kong,0,0,0,0,2,39,356," Melbourne, Australia"
Swimming,1956,Italy,0,0,0,0,7,39,356," Melbourne, Australia"
Swimming,1956,Belgium,0,0,0,0,6,39,356," Melbourne, Australia"
Swimming,1956,Brazil,0,0,0,0,4,39,356," Melbourne, Australia"
Swimming,1956,Malaya,0,0,0,0,2,39,356," Melbourne, Australia"
Swimming,1956,Poland,0,0,0,0,1,39,356," Melbourne, Australia"
Swimming,1956,Pakistan,0,0,0,0,3,39,356," Melbourne, Australia"
Swimming,1956,Denmark,0,0,0,0,2,39,356," Melbourne, Australia"
Swimming,1956,Colombia,0,0,0,0,3,39,356," Melbourne, Australia"
Swimming,1956,New Zealand,0,0,0,0,5,39,356," Melbourne, Australia"
Swimming,1956,Indonesia,0,0,0,0,3,39,356," Melbourne, Australia"
Swimming,1956,Sweden,0,0,0,0,5,39,356," Melbourne, Australia"
Swimming,1956,Serbia,0,0,0,0,1,39,356," Melbourne, Australia"
Swimming,1956,Finland,0,0,0,0,1,39,356," Melbourne, Australia"
Swimming,1956,Luxembourg,0,0,0,0,1,39,356," Melbourne, Australia"
Swimming,1956,Cuba,0,0,0,0,2,39,356," Melbourne, Australia"
Swimming,1956,Kenya,0,0,0,0,1,39,356," Melbourne, Australia"
Swimming,1956,Israel,0,0,0,0,1,39,356," Melbourne, Australia"
Swimming,1952,Finland,0,0,0,0,13,33,483," Helsinki, Finland"
Swimming,1952,Egypt,0,0,0,0,3,33,483," Helsinki, Finland"
Swimming,1952,Australia,1,0,0,1,10,33,483," Helsinki, Finland"
Swimming,1952,Austria,0,0,0,0,3,33,483," Helsinki, Finland"
Swimming,1952,United States,4,2,3,9,30,33,483," Helsinki, Finland"
Swimming,1952,Denmark,0,0,0,0,9,33,483," Helsinki, Finland"
Swimming,1952,Sweden,0,0,2,2,12,33,483," Helsinki, Finland"
Swimming,1952,Belgium,0,0,0,0,10,33,483," Helsinki, Finland"
Swimming,1952,Japan,0,3,0,3,22,33,483," Helsinki, Finland"
Swimming,1952,France,1,1,1,3,16,33,483," Helsinki, Finland"
Swimming,1952,Chile,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Czech Republic,0,0,0,0,4,33,483," Helsinki, Finland"
Swimming,1952,Soviet Union,0,0,0,0,18,33,483," Helsinki, Finland"
Swimming,1952,Portugal,0,0,0,0,4,33,483," Helsinki, Finland"
Swimming,1952,Serbia,0,0,0,0,3,33,483," Helsinki, Finland"
Swimming,1952,Bermuda,0,0,0,0,2,33,483," Helsinki, Finland"
Swimming,1952,India,0,0,0,0,5,33,483," Helsinki, Finland"
Swimming,1952,Great Britain,0,0,1,1,21,33,483," Helsinki, Finland"
Swimming,1952,Philippines,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Pakistan,0,0,0,0,2,33,483," Helsinki, Finland"
Swimming,1952,Canada,0,0,0,0,9,33,483," Helsinki, Finland"
Swimming,1952,Italy,0,0,0,0,10,33,483," Helsinki, Finland"
Swimming,1952,Brazil,0,0,1,1,12,33,483," Helsinki, Finland"
Swimming,1952,Argentina,0,0,0,0,7,33,483," Helsinki, Finland"
Swimming,1952,Poland,0,0,0,0,7,33,483," Helsinki, Finland"
Swimming,1952,Netherlands,0,3,0,3,13,33,483," Helsinki, Finland"
Swimming,1952,Mexico,0,0,0,0,8,33,483," Helsinki, Finland"
Swimming,1952,Israel,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Hong Kong,0,0,0,0,4,33,483," Helsinki, Finland"
Swimming,1952,Spain,0,0,0,0,3,33,483," Helsinki, Finland"
Swimming,1952,Hungary,4,2,1,7,15,33,483," Helsinki, Finland"
Swimming,1952,Switzerland,0,0,0,0,8,33,483," Helsinki, Finland"
Swimming,1952,South Africa,1,0,0,1,6,33,483," Helsinki, Finland"
Swimming,1952,Germany,0,0,1,1,9,33,483," Helsinki, Finland"
Swimming,1952,New Zealand,0,0,1,1,2,33,483," Helsinki, Finland"
Swimming,1952,Luxembourg,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Sri Lanka,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Saar,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Singapore,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,South Vietnam,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Romania,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Norway,0,0,0,0,3,33,483," Helsinki, Finland"
Swimming,1952,Uruguay,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Venezuela,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Cuba,0,0,0,0,2,33,483," Helsinki, Finland"
Swimming,1952,Indonesia,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,Guatemala,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1952,China,0,0,0,0,1,33,483," Helsinki, Finland"
Swimming,1948,Egypt,0,0,0,0,6,33,398," London, United Kingdom"
Swimming,1948,Australia,0,2,2,4,10,33,398," London, United Kingdom"
Swimming,1948,Sweden,0,0,0,0,8,33,398," London, United Kingdom"
Swimming,1948,Philippines,0,0,0,0,3,33,398," London, United Kingdom"
Swimming,1948,Denmark,2,2,0,4,6,33,398," London, United Kingdom"
Swimming,1948,France,0,0,2,2,17,33,398," London, United Kingdom"
Swimming,1948,Iceland,0,0,0,0,7,33,398," London, United Kingdom"
Swimming,1948,Norway,0,0,0,0,1,33,398," London, United Kingdom"
Swimming,1948,Bermuda,0,0,0,0,5,33,398," London, United Kingdom"
Swimming,1948,Czech Republic,0,0,0,0,3,33,398," London, United Kingdom"
Swimming,1948,Argentina,0,0,0,0,17,33,398," London, United Kingdom"
Swimming,1948,Great Britain,0,0,1,1,25,33,398," London, United Kingdom"
Swimming,1948,Switzerland,0,0,0,0,8,33,398," London, United Kingdom"
Swimming,1948,Brazil,0,0,0,0,13,33,398," London, United Kingdom"
Swimming,1948,Netherlands,1,0,2,3,12,33,398," London, United Kingdom"
Swimming,1948,Mexico,0,0,0,0,9,33,398," London, United Kingdom"
Swimming,1948,Spain,0,0,0,0,6,33,398," London, United Kingdom"
Swimming,1948,Belgium,0,0,0,0,6,33,398," London, United Kingdom"
Swimming,1948,United States,8,6,1,15,27,33,398," London, United Kingdom"
Swimming,1948,Serbia,0,0,0,0,6,33,398," London, United Kingdom"
Swimming,1948,India,0,0,0,0,7,33,398," London, United Kingdom"
Swimming,1948,Pakistan,0,0,0,0,4,33,398," London, United Kingdom"
Swimming,1948,Colombia,0,0,0,0,2,33,398," London, United Kingdom"
Swimming,1948,South Africa,0,0,0,0,3,33,398," London, United Kingdom"
Swimming,1948,Canada,0,0,0,0,9,33,398," London, United Kingdom"
Swimming,1948,Hungary,0,1,3,4,15,33,398," London, United Kingdom"
Swimming,1948,Cuba,0,0,0,0,2,33,398," London, United Kingdom"
Swimming,1948,Greece,0,0,0,0,2,33,398," London, United Kingdom"
Swimming,1948,New Zealand,0,0,0,0,1,33,398," London, United Kingdom"
Swimming,1948,Finland,0,0,0,0,1,33,398," London, United Kingdom"
Swimming,1948,Uruguay,0,0,0,0,2,33,398," London, United Kingdom"
Swimming,1948,Austria,0,0,0,0,2,33,398," London, United Kingdom"
Swimming,1948,Portugal,0,0,0,0,1,33,398," London, United Kingdom"
Swimming,1948,China,0,0,0,0,1,33,398," London, United Kingdom"
Swimming,1936,Hungary,1,0,1,2,13,33,364," Berlin, Germany"
Swimming,1936,Philippines,0,0,0,0,5,33,364," Berlin, Germany"
Swimming,1936,Peru,0,0,0,0,3,33,364," Berlin, Germany"
Swimming,1936,Brazil,0,0,0,0,16,33,364," Berlin, Germany"
Swimming,1936,Japan,4,2,5,11,21,33,364," Berlin, Germany"
Swimming,1936,Germany,0,3,1,4,24,33,364," Berlin, Germany"
Swimming,1936,Denmark,0,1,1,2,18,33,364," Berlin, Germany"
Swimming,1936,Poland,0,0,0,0,4,33,364," Berlin, Germany"
Swimming,1936,Bermuda,0,0,0,0,5,33,364," Berlin, Germany"
Swimming,1936,Chile,0,0,0,0,4,33,364," Berlin, Germany"
Swimming,1936,Great Britain,0,0,0,0,20,33,364," Berlin, Germany"
Swimming,1936,France,0,0,0,0,8,33,364," Berlin, Germany"
Swimming,1936,Sweden,0,0,0,0,5,33,364," Berlin, Germany"
Swimming,1936,Czech Republic,0,0,0,0,3,33,364," Berlin, Germany"
Swimming,1936,Canada,0,0,0,0,14,33,364," Berlin, Germany"
Swimming,1936,Switzerland,0,0,0,0,4,33,364," Berlin, Germany"
Swimming,1936,United States,2,3,3,8,28,33,364," Berlin, Germany"
Swimming,1936,Greece,0,0,0,0,5,33,364," Berlin, Germany"
Swimming,1936,Argentina,0,1,0,1,1,33,364," Berlin, Germany"
Swimming,1936,Serbia,0,0,0,0,4,33,364," Berlin, Germany"
Swimming,1936,China,0,0,0,0,2,33,364," Berlin, Germany"
Swimming,1936,Bolivia,0,0,0,0,1,33,364," Berlin, Germany"
Swimming,1936,Australia,0,0,0,0,5,33,364," Berlin, Germany"
Swimming,1936,Netherlands,4,1,0,5,14,33,364," Berlin, Germany"
Swimming,1936,Egypt,0,0,0,0,5,33,364," Berlin, Germany"
Swimming,1936,Luxembourg,0,0,0,0,4,33,364," Berlin, Germany"
Swimming,1936,Finland,0,0,0,0,2,33,364," Berlin, Germany"
Swimming,1936,Austria,0,0,0,0,8,33,364," Berlin, Germany"
Swimming,1936,Estonia,0,0,0,0,2,33,364," Berlin, Germany"
Swimming,1932,Philippines,0,0,1,1,3,33,195," Los Angeles, United States"
Swimming,1932,Denmark,0,0,1,1,2,33,195," Los Angeles, United States"
Swimming,1932,Japan,5,5,2,12,23,33,195," Los Angeles, United States"
Swimming,1932,Hungary,0,0,1,1,5,33,195," Los Angeles, United States"
Swimming,1932,United States,5,2,3,10,27,33,195," Los Angeles, United States"
Swimming,1932,Canada,0,0,0,0,14,33,195," Los Angeles, United States"
Swimming,1932,Australia,1,1,0,2,5,33,195," Los Angeles, United States"
Swimming,1932,Argentina,0,0,0,0,5,33,195," Los Angeles, United States"
Swimming,1932,France,0,1,0,1,5,33,195," Los Angeles, United States"
Swimming,1932,Great Britain,0,0,2,2,13,33,195," Los Angeles, United States"
Swimming,1932,Italy,0,0,0,0,2,33,195," Los Angeles, United States"
Swimming,1932,Brazil,0,0,0,0,8,33,195," Los Angeles, United States"
Swimming,1932,Netherlands,0,2,0,2,5,33,195," Los Angeles, United States"
Swimming,1932,Mexico,0,0,0,0,3,33,195," Los Angeles, United States"
Swimming,1932,Sweden,0,0,0,0,2,33,195," Los Angeles, United States"
Swimming,1932,Norway,0,0,0,0,1,33,195," Los Angeles, United States"
Swimming,1932,Germany,0,0,0,0,2,33,195," Los Angeles, United States"
Swimming,1932,South Africa,0,0,1,1,1,33,195," Los Angeles, United States"
Swimming,1932,India,0,0,0,0,1,33,195," Los Angeles, United States"
Swimming,1932,Finland,0,0,0,0,1,33,195," Los Angeles, United States"
Swimming,1928,Argentina,1,0,0,1,4,33,278," Amsterdam, Netherlands"
Swimming,1928,Czech Republic,0,0,0,0,1,33,278," Amsterdam, Netherlands"
Swimming,1928,Japan,1,1,1,3,10,33,278," Amsterdam, Netherlands"
Swimming,1928,Spain,0,0,0,0,5,33,278," Amsterdam, Netherlands"
Swimming,1928,Chile,0,0,0,0,4,33,278," Amsterdam, Netherlands"
Swimming,1928,Canada,0,0,1,1,6,33,278," Amsterdam, Netherlands"
Swimming,1928,Netherlands,1,2,0,3,14,33,278," Amsterdam, Netherlands"
Swimming,1928,Hungary,0,1,0,1,8,33,278," Amsterdam, Netherlands"
Swimming,1928,South Africa,0,0,1,1,5,33,278," Amsterdam, Netherlands"
Swimming,1928,Germany,1,1,1,3,19,33,278," Amsterdam, Netherlands"
Swimming,1928,Luxembourg,0,0,0,0,3,33,278," Amsterdam, Netherlands"
Swimming,1928,Great Britain,0,2,2,4,21,33,278," Amsterdam, Netherlands"
Swimming,1928,Austria,0,0,0,0,3,33,278," Amsterdam, Netherlands"
Swimming,1928,United States,6,2,3,11,23,33,278," Amsterdam, Netherlands"
Swimming,1928,Belgium,0,0,0,0,5,33,278," Amsterdam, Netherlands"
Swimming,1928,Australia,0,2,0,2,5,33,278," Amsterdam, Netherlands"
Swimming,1928,Sweden,1,0,1,2,9,33,278," Amsterdam, Netherlands"
Swimming,1928,Denmark,0,0,0,0,5,33,278," Amsterdam, Netherlands"
Swimming,1928,Ireland,0,0,0,0,2,33,278," Amsterdam, Netherlands"
Swimming,1928,Italy,0,0,0,0,5,33,278," Amsterdam, Netherlands"
Swimming,1928,France,0,0,0,0,13,33,278," Amsterdam, Netherlands"
Swimming,1928,Panama,0,0,0,0,1,33,278," Amsterdam, Netherlands"
Swimming,1928,Poland,0,0,0,0,2,33,278," Amsterdam, Netherlands"
Swimming,1928,Finland,0,0,0,0,1,33,278," Amsterdam, Netherlands"
Swimming,1928,New Zealand,0,0,0,0,4,33,278," Amsterdam, Netherlands"
Swimming,1928,Norway,0,0,0,0,1,33,278," Amsterdam, Netherlands"
Swimming,1928,Philippines,0,0,1,1,2,33,278," Amsterdam, Netherlands"
Swimming,1928,Switzerland,0,0,0,0,1,33,278," Amsterdam, Netherlands"
Swimming,1924,Finland,0,0,0,0,2,33,263," Paris, France"
Swimming,1924,Great Britain,1,2,1,4,26,33,263," Paris, France"
Swimming,1924,Czech Republic,0,0,0,0,9,33,263," Paris, France"
Swimming,1924,Serbia,0,0,0,0,6,33,263," Paris, France"
Swimming,1924,Italy,0,0,0,0,6,33,263," Paris, France"
Swimming,1924,Hungary,0,0,1,1,6,33,263," Paris, France"
Swimming,1924,Netherlands,0,0,0,0,12,33,263," Paris, France"
Swimming,1924,United States,9,5,5,19,26,33,263," Paris, France"
Swimming,1924,Australia,1,1,2,4,5,33,263," Paris, France"
Swimming,1924,Argentina,0,0,0,0,4,33,263," Paris, France"
Swimming,1924,Spain,0,0,0,0,4,33,263," Paris, France"
Swimming,1924,Sweden,0,2,2,4,13,33,263," Paris, France"
Swimming,1924,Belgium,0,1,0,1,6,33,263," Paris, France"
Swimming,1924,Canada,0,0,0,0,2,33,263," Paris, France"
Swimming,1924,France,0,0,0,0,20,33,263," Paris, France"
Swimming,1924,Luxembourg,0,0,0,0,4,33,263," Paris, France"
Swimming,1924,New Zealand,0,0,0,0,2,33,263," Paris, France"
Swimming,1924,Japan,0,0,0,0,6,33,263," Paris, France"
Swimming,1924,Switzerland,0,0,0,0,2,33,263," Paris, France"
Swimming,1924,Portugal,0,0,0,0,1,33,263," Paris, France"
Swimming,1924,Denmark,0,0,0,0,4,33,263," Paris, France"
Swimming,1924,Norway,0,0,0,0,1,33,263," Paris, France"
Swimming,1924,Greece,0,0,0,0,1,33,263," Paris, France"
Swimming,1920,Finland,0,0,2,2,1,30,209," Antwerp, Belgium"
Swimming,1920,Brazil,0,0,0,0,2,30,209," Antwerp, Belgium"
Swimming,1920,Sweden,2,2,1,5,13,30,209," Antwerp, Belgium"
Swimming,1920,Great Britain,0,1,1,2,18,30,209," Antwerp, Belgium"
Swimming,1920,France,0,0,0,0,13,30,209," Antwerp, Belgium"
Swimming,1920,Spain,0,0,0,0,2,30,209," Antwerp, Belgium"
Swimming,1920,Belgium,0,0,1,1,12,30,209," Antwerp, Belgium"
Swimming,1920,Australia,0,1,1,2,6,30,209," Antwerp, Belgium"
Swimming,1920,Netherlands,0,0,0,0,4,30,209," Antwerp, Belgium"
Swimming,1920,Italy,0,0,0,0,4,30,209," Antwerp, Belgium"
Swimming,1920,United States,8,5,3,16,22,30,209," Antwerp, Belgium"
Swimming,1920,Czech Republic,0,0,0,0,4,30,209," Antwerp, Belgium"
Swimming,1920,Switzerland,0,0,0,0,4,30,209," Antwerp, Belgium"
Swimming,1920,Canada,0,1,1,2,3,30,209," Antwerp, Belgium"
Swimming,1920,Luxembourg,0,0,0,0,2,30,209," Antwerp, Belgium"
Swimming,1920,South Africa,0,0,0,0,1,30,209," Antwerp, Belgium"
Swimming,1920,Japan,0,0,0,0,2,30,209," Antwerp, Belgium"
Swimming,1920,Norway,0,0,0,0,2,30,209," Antwerp, Belgium"
Swimming,1920,New Zealand,0,0,0,0,1,30,209," Antwerp, Belgium"
Swimming,1912,Finland,0,0,0,0,6,27,201," Stockholm, Sweden"
Swimming,1912,Austria,0,0,1,1,8,27,201," Stockholm, Sweden"
Swimming,1912,Sweden,0,1,0,1,24,27,201," Stockholm, Sweden"
Swimming,1912,Greece,0,0,0,0,1,27,201," Stockholm, Sweden"
Swimming,1912,Great Britain,1,2,3,6,18,27,201," Stockholm, Sweden"
Swimming,1912,Russia,0,0,0,0,4,27,201," Stockholm, Sweden"
Swimming,1912,Italy,0,0,0,0,2,27,201," Stockholm, Sweden"
Swimming,1912,Hungary,0,0,0,0,8,27,201," Stockholm, Sweden"
Swimming,1912,Germany,2,3,2,7,17,27,201," Stockholm, Sweden"
Swimming,1912,Australasia,2,2,2,6,9,27,201," Stockholm, Sweden"
Swimming,1912,France,0,0,0,0,3,27,201," Stockholm, Sweden"
Swimming,1912,Belgium,0,0,0,0,5,27,201," Stockholm, Sweden"
Swimming,1912,South Africa,0,0,0,0,1,27,201," Stockholm, Sweden"
Swimming,1912,United States,2,1,1,4,7,27,201," Stockholm, Sweden"
Swimming,1912,Denmark,0,0,0,0,1,27,201," Stockholm, Sweden"
Swimming,1912,Canada,2,0,0,2,1,27,201," Stockholm, Sweden"
Swimming,1912,Norway,0,0,0,0,5,27,201," Stockholm, Sweden"
Swimming,1908,Sweden,0,0,2,2,12,18,150," London, United Kingdom"
Swimming,1908,France,0,0,0,0,4,18,150," London, United Kingdom"
